status_checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_percent,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age,other_installment_plans,housing,existing_credits_count,job,dependents_count,telephone,foreign_worker,credit_risk_good,predicted_credit_risk,predicted_probability
A11,12,A32,A42,1289,A61,A73,4,male_single,A103,1,A122,21,A143,A152,1,A172,1,A191,yes,1,1,0.7616558825609845
A11,18,A32,A44,1217,A61,A73,4,male_married_widowed,A101,3,A121,47,A143,A152,1,A172,1,A192,yes,0,1,0.5680530739144684
A11,12,A34,A42,2246,A61,A75,3,male_single,A101,3,A122,60,A143,A152,2,A173,1,A191,yes,0,1,0.8307916770355367
A11,12,A34,A43,385,A61,A74,4,female_divorced_separated_married,A101,3,A121,58,A143,A152,4,A172,1,A192,yes,1,1,0.8394214290397588
A12,24,A33,A40,1965,A65,A73,4,female_divorced_separated_married,A101,4,A123,42,A143,A151,2,A173,1,A192,yes,1,0,0.4971380807640187
A14,21,A32,A49,1572,A64,A75,4,female_divorced_separated_married,A101,4,A121,36,A141,A152,1,A172,1,A191,yes,1,1,0.9065753858842329
A12,24,A32,A40,2718,A61,A73,3,female_divorced_separated_married,A101,4,A122,20,A143,A151,1,A172,1,A192,yes,0,0,0.25059311634874026
A11,24,A31,A410,1358,A65,A75,4,male_single,A101,3,A123,40,A142,A152,1,A174,1,A192,yes,0,1,0.7350204303780133
A12,6,A31,A40,931,A62,A72,1,female_divorced_separated_married,A101,1,A122,32,A142,A152,1,A172,1,A191,yes,0,0,0.399682913981703
A11,24,A32,A40,1442,A61,A74,4,female_divorced_separated_married,A101,4,A123,23,A143,A151,2,A173,1,A191,yes,0,0,0.19213873589539995
A12,24,A30,A49,4241,A61,A73,1,male_single,A101,4,A121,36,A143,A152,3,A172,1,A192,yes,0,1,0.6210252787805781
A14,18,A34,A40,2775,A61,A74,2,male_single,A101,2,A122,31,A141,A152,2,A173,1,A191,yes,0,1,0.8910445740978125
A14,24,A33,A49,3863,A61,A73,1,male_single,A101,2,A124,32,A143,A153,1,A173,1,A191,yes,1,1,0.9106196358754987
A12,7,A32,A43,2329,A61,A72,1,female_divorced_separated_married,A103,1,A121,45,A143,A152,1,A173,1,A191,yes,1,1,0.9286389259756679
A12,9,A32,A42,918,A61,A73,4,female_divorced_separated_married,A101,1,A122,30,A143,A152,1,A173,1,A191,yes,0,1,0.5653242382729586
A12,24,A31,A46,1837,A61,A74,4,female_divorced_separated_married,A101,4,A124,34,A141,A153,1,A172,1,A191,yes,0,0,0.1246318975004124
A14,36,A32,A42,3349,A61,A73,4,female_divorced_separated_married,A101,2,A123,28,A143,A152,1,A174,1,A192,yes,0,1,0.7203800317202078
A13,10,A32,A42,1275,A61,A72,4,female_divorced_separated_married,A101,2,A122,23,A143,A152,1,A173,1,A191,yes,1,1,0.636391690717217
A11,24,A31,A42,2828,A63,A73,4,male_single,A101,4,A121,22,A142,A152,1,A173,1,A192,yes,1,0,0.34448309610523303
A14,24,A34,A49,4526,A61,A73,3,male_single,A101,2,A121,74,A143,A152,1,A174,1,A192,yes,1,1,0.9739423967648324
A12,36,A32,A43,2671,A62,A73,4,female_divorced_separated_married,A102,4,A124,50,A143,A153,1,A173,1,A191,yes,0,0,0.34825513279251846
A14,18,A32,A43,2051,A61,A72,4,male_single,A101,1,A121,33,A143,A152,1,A173,1,A191,yes,1,1,0.884811272042025
A14,15,A32,A41,1300,A65,A75,4,male_single,A101,4,A124,45,A141,A153,1,A173,2,A191,yes,1,1,0.9473100811002059
A11,12,A32,A44,741,A62,A71,4,female_divorced_separated_married,A101,3,A122,22,A143,A152,1,A173,1,A191,yes,0,0,0.41879551680478727
A13,10,A32,A40,1240,A62,A75,1,female_divorced_separated_married,A101,4,A124,48,A143,A153,1,A172,2,A191,yes,0,1,0.7742671228179042
A11,21,A32,A43,3357,A64,A72,4,female_divorced_separated_married,A101,2,A123,29,A141,A152,1,A173,1,A191,yes,1,1,0.5008381177944042
A11,24,A31,A41,3632,A61,A73,1,female_divorced_separated_married,A103,4,A123,22,A141,A151,1,A173,1,A191,no,1,1,0.8116869073410479
A14,18,A33,A42,1808,A61,A74,4,female_divorced_separated_married,A101,1,A121,22,A143,A152,1,A173,1,A191,yes,0,1,0.9084748052182094
A12,48,A30,A49,12204,A65,A73,2,male_single,A101,2,A123,48,A141,A152,1,A174,1,A192,yes,1,0,0.34791760837387953
A12,60,A33,A43,9157,A65,A73,2,male_single,A101,2,A124,27,A143,A153,1,A174,1,A191,yes,1,1,0.525695800171448
A11,6,A34,A40,3676,A61,A73,1,male_single,A101,3,A121,37,A143,A151,3,A173,2,A191,yes,1,1,0.5875262148265734
A12,30,A32,A42,3441,A62,A73,2,female_divorced_separated_married,A102,4,A123,21,A143,A151,1,A173,1,A191,yes,0,0,0.36233657400056035
A14,12,A32,A40,640,A61,A73,4,male_divorced_separated,A101,2,A121,49,A143,A152,1,A172,1,A191,yes,1,1,0.7444821273925673
A12,21,A34,A49,3652,A61,A74,2,male_single,A101,3,A122,27,A143,A152,2,A173,1,A191,yes,1,1,0.8663216009616818
A14,18,A34,A40,1530,A61,A73,3,male_single,A101,2,A122,32,A141,A152,2,A173,1,A191,yes,0,1,0.7870277242135957
A14,48,A32,A49,3914,A65,A73,4,male_divorced_separated,A101,2,A121,38,A141,A152,1,A173,1,A191,yes,0,1,0.620124655285056
A11,12,A32,A42,1858,A61,A72,4,female_divorced_separated_married,A101,1,A123,22,A143,A151,1,A173,1,A191,yes,1,0,0.2933149307548765
A11,18,A32,A43,2600,A61,A73,4,male_single,A101,4,A124,65,A143,A153,2,A173,1,A191,yes,0,1,0.519145170362161
A14,15,A32,A43,1979,A65,A75,4,male_single,A101,2,A123,35,A143,A152,1,A173,1,A191,yes,1,1,0.9574479745977104
A13,6,A32,A42,2116,A61,A73,2,male_single,A101,2,A121,41,A143,A152,1,A173,1,A192,yes,1,1,0.9364219981320753
A12,9,A31,A40,1437,A62,A74,2,male_single,A101,3,A124,29,A143,A152,1,A173,1,A191,yes,0,1,0.6059640086844652
A14,42,A34,A42,4042,A63,A73,4,male_single,A101,4,A121,36,A143,A152,2,A173,1,A192,yes,1,1,0.9175683995597806
A14,9,A32,A46,3832,A65,A75,1,male_single,A101,4,A121,64,A143,A152,1,A172,1,A191,yes,1,1,0.9763579698496007
A11,24,A32,A43,3660,A61,A73,2,female_divorced_separated_married,A101,4,A123,28,A143,A152,1,A173,1,A191,yes,1,0,0.4836037327709053
A11,18,A31,A42,1553,A61,A73,4,male_single,A101,3,A123,44,A141,A152,1,A173,1,A191,yes,0,0,0.27187758624653363
A12,15,A32,A43,1444,A65,A72,4,male_single,A101,1,A122,23,A143,A152,1,A173,1,A191,yes,1,1,0.8006076814638324
A14,9,A32,A42,1980,A61,A72,2,female_divorced_separated_married,A102,2,A123,19,A143,A151,2,A173,1,A191,yes,0,1,0.6848960461885448
A12,24,A32,A40,1355,A61,A72,3,female_divorced_separated_married,A101,4,A123,25,A143,A152,1,A172,1,A192,yes,0,0,0.39023996122380183
A14,12,A32,A46,1393,A61,A75,4,male_single,A101,4,A122,47,A141,A152,3,A173,2,A192,yes,1,1,0.5870305083647657
A14,24,A32,A43,1376,A63,A74,4,female_divorced_separated_married,A101,1,A123,28,A143,A152,1,A173,1,A191,yes,1,1,0.9094510112041867
A14,60,A33,A43,15653,A61,A74,2,male_single,A101,4,A123,21,A143,A152,2,A173,1,A192,yes,1,1,0.6168426668106581
A14,12,A32,A43,1493,A61,A72,4,female_divorced_separated_married,A101,3,A123,34,A143,A152,1,A173,2,A191,yes,1,1,0.7855326838843734
A11,42,A33,A43,4370,A61,A74,3,male_single,A101,2,A122,26,A141,A152,2,A173,2,A192,yes,0,0,0.3742639850178598
A11,18,A32,A46,750,A61,A71,4,female_divorced_separated_married,A101,1,A121,27,A143,A152,1,A171,1,A191,yes,0,0,0.3553109109634
A12,15,A32,A45,1308,A61,A75,4,male_single,A101,4,A123,38,A143,A152,2,A172,1,A191,yes,1,1,0.5126617467603786
A14,15,A32,A46,4623,A62,A73,3,male_single,A101,2,A122,40,A143,A152,1,A174,1,A192,yes,0,1,0.8632674606824624
A14,24,A34,A43,1851,A61,A74,4,male_married_widowed,A103,2,A123,33,A143,A152,2,A173,1,A192,yes,1,1,0.9792432316321922
A11,18,A34,A43,1880,A61,A74,4,male_married_widowed,A101,1,A122,32,A143,A152,2,A174,1,A192,yes,1,1,0.7908776439295789
A14,36,A33,A49,7980,A65,A72,4,male_single,A101,4,A123,27,A143,A151,2,A173,1,A192,yes,0,1,0.7560770763371817
A11,30,A30,A42,4583,A61,A73,2,male_divorced_separated,A103,2,A121,32,A143,A152,2,A173,1,A191,yes,1,0,0.4302695154565684
A14,12,A32,A40,1386,A63,A73,2,female_divorced_separated_married,A101,2,A122,26,A143,A152,1,A173,1,A191,yes,0,1,0.8392244043661166
A13,24,A32,A40,947,A61,A74,4,male_single,A101,3,A124,38,A141,A153,1,A173,2,A191,yes,0,0,0.4593057693087128
A11,12,A32,A46,684,A61,A73,4,male_single,A101,4,A123,40,A143,A151,1,A172,2,A191,yes,0,0,0.2913114139254339
A11,48,A32,A46,7476,A61,A74,4,male_single,A101,1,A124,50,A143,A153,1,A174,1,A192,yes,1,0,0.22961950651964846
A12,12,A32,A42,1922,A61,A73,4,male_single,A101,2,A122,37,A143,A152,1,A172,1,A191,yes,0,1,0.6682964506461815
A11,24,A32,A40,2303,A61,A75,4,male_single,A102,1,A121,45,A143,A152,1,A173,1,A191,yes,0,0,0.31863892290473816
A12,36,A33,A40,8086,A62,A75,2,male_single,A101,4,A123,42,A143,A152,4,A174,1,A192,yes,0,0,0.38538395934430675
A14,24,A34,A41,2346,A61,A74,4,male_single,A101,3,A123,35,A143,A152,2,A173,1,A192,yes,1,1,0.9827049559649351
A11,14,A32,A40,3973,A61,A71,1,male_single,A101,4,A124,22,A143,A153,1,A173,1,A191,yes,1,0,0.4112819108425944
A12,12,A32,A40,888,A61,A75,4,male_single,A101,4,A123,41,A141,A152,1,A172,2,A191,yes,0,0,0.354861767323016
A14,48,A32,A43,10222,A65,A74,4,male_single,A101,3,A123,37,A142,A152,1,A173,1,A192,yes,1,1,0.8178103516882891
A12,30,A30,A49,4221,A61,A73,2,female_divorced_separated_married,A101,1,A123,28,A143,A152,2,A173,1,A191,yes,1,0,0.2970202247599767
A12,18,A34,A42,6361,A61,A75,2,male_single,A101,1,A124,41,A143,A152,1,A173,1,A192,yes,1,1,0.8137012709321771
A13,12,A32,A43,1297,A61,A73,3,male_married_widowed,A101,4,A121,23,A143,A151,1,A173,1,A191,yes,1,1,0.7257370765963278
A11,12,A32,A40,900,A65,A73,4,male_married_widowed,A101,2,A123,23,A143,A152,1,A173,1,A191,yes,0,1,0.5168543421103595
A14,21,A32,A42,2241,A61,A75,4,male_single,A101,2,A121,50,A143,A152,2,A173,1,A191,yes,1,1,0.8817255152998872
A12,6,A33,A42,1050,A61,A71,4,male_single,A101,1,A122,35,A142,A152,2,A174,1,A192,yes,1,1,0.6541548723611798
A13,6,A34,A46,1047,A61,A73,2,female_divorced_separated_married,A101,4,A122,50,A143,A152,1,A172,1,A191,yes,1,1,0.8688560717331831
A14,24,A34,A410,6314,A61,A71,4,male_single,A102,2,A124,27,A141,A152,2,A174,1,A192,yes,1,1,0.7261539286721327
A12,30,A31,A42,3496,A64,A73,4,male_single,A101,2,A123,34,A142,A152,1,A173,2,A192,yes,1,1,0.5361047337004435
A14,48,A31,A49,3609,A61,A73,1,female_divorced_separated_married,A101,1,A121,27,A142,A152,1,A173,1,A191,yes,1,1,0.5204776778208526
A11,12,A34,A40,4843,A61,A75,3,male_single,A102,4,A122,43,A143,A151,2,A173,1,A192,yes,0,0,0.42092386086399575
A13,30,A34,A43,3017,A61,A75,4,male_single,A101,4,A122,47,A143,A152,1,A173,1,A191,yes,1,1,0.8593221515847408
A14,24,A34,A49,4139,A62,A73,3,male_single,A101,3,A122,27,A143,A152,2,A172,1,A192,yes,1,1,0.9397928350840322
A14,36,A32,A49,5742,A62,A74,2,male_single,A101,2,A123,31,A143,A152,2,A173,1,A192,yes,1,1,0.9218794369675216
A14,60,A32,A40,10366,A61,A75,2,male_single,A101,4,A122,42,A143,A152,1,A174,1,A192,yes,1,1,0.5035250334994904
A14,6,A34,A40,2080,A63,A73,1,male_married_widowed,A101,2,A123,24,A143,A152,1,A173,1,A191,yes,1,1,0.95455433867265
A14,21,A33,A49,2580,A63,A72,4,male_single,A101,2,A121,41,A141,A152,1,A172,2,A191,yes,0,1,0.833825398349115
A14,30,A34,A43,4530,A61,A74,4,female_divorced_separated_married,A101,4,A123,26,A143,A151,1,A174,1,A192,yes,1,1,0.8884990649179093
A14,24,A34,A42,5150,A61,A75,4,male_single,A101,4,A123,33,A143,A152,1,A173,1,A192,yes,1,1,0.9250382845674134
A12,72,A32,A43,5595,A62,A73,2,male_married_widowed,A101,2,A123,24,A143,A152,1,A173,1,A191,yes,0,0,0.29372464253731306
A11,24,A32,A43,2384,A61,A75,4,male_single,A101,4,A121,64,A141,A151,1,A172,1,A191,yes,1,0,0.4337276591439514
A14,18,A32,A43,1453,A61,A72,3,female_divorced_separated_married,A101,1,A121,26,A143,A152,1,A173,1,A191,yes,1,1,0.8591285527738285
A14,6,A32,A46,1538,A61,A72,1,female_divorced_separated_married,A101,2,A124,56,A143,A152,1,A173,1,A191,yes,1,1,0.8298077039973206
A14,12,A32,A43,2279,A65,A73,4,male_single,A101,4,A124,37,A143,A153,1,A173,1,A192,yes,1,1,0.9556259170672706
A14,15,A33,A43,1478,A61,A73,4,male_married_widowed,A101,3,A121,33,A141,A152,2,A173,1,A191,yes,1,1,0.771279663651183
A14,24,A34,A43,5103,A61,A72,3,male_married_widowed,A101,3,A124,47,A143,A153,3,A173,1,A192,yes,1,1,0.8413168476739276
A12,36,A33,A49,9857,A62,A74,1,male_single,A101,3,A122,31,A143,A152,2,A172,2,A192,yes,1,1,0.7079788729770944
A14,60,A32,A40,6527,A65,A73,4,male_single,A101,4,A124,34,A143,A153,1,A173,2,A192,yes,1,1,0.5097989232931532
A13,10,A34,A43,1347,A65,A74,4,male_single,A101,2,A122,27,A143,A152,2,A173,1,A192,yes,1,1,0.9782564968697446
A12,36,A33,A40,2862,A62,A75,4,male_single,A101,3,A124,30,A143,A153,1,A173,1,A191,yes,1,0,0.38239279280566874
A14,9,A32,A43,2753,A62,A75,3,male_single,A102,4,A123,35,A143,A152,1,A173,1,A192,yes,1,1,0.9408312332529907
A11,12,A32,A40,3651,A64,A73,1,male_single,A101,3,A122,31,A143,A152,1,A173,2,A191,yes,1,1,0.7826929225479315
A11,15,A34,A42,975,A61,A73,2,male_divorced_separated,A101,3,A122,25,A143,A152,2,A173,1,A191,yes,1,1,0.6427142502401476
A12,15,A32,A45,2631,A62,A73,3,female_divorced_separated_married,A101,2,A121,25,A143,A152,1,A172,1,A191,yes,1,1,0.5529227877816255
A12,24,A32,A43,2896,A62,A72,2,male_single,A101,1,A123,29,A143,A152,1,A173,1,A191,yes,1,1,0.7664188251746724
A11,6,A34,A40,4716,A65,A72,1,male_single,A101,3,A121,44,A143,A152,2,A172,2,A191,yes,1,1,0.8665874805122402
A14,24,A32,A43,2284,A61,A74,4,male_single,A101,2,A123,28,A143,A152,1,A173,1,A192,yes,1,1,0.9324918903328605
A14,6,A32,A41,1236,A63,A73,2,male_single,A101,4,A122,50,A143,A151,1,A173,1,A191,yes,1,1,0.9799831941020959
A12,12,A32,A43,1103,A61,A74,4,male_single,A103,3,A121,29,A143,A152,2,A173,1,A191,no,1,1,0.9768698605367171
A14,12,A34,A40,926,A61,A71,1,female_divorced_separated_married,A101,2,A122,38,A143,A152,1,A171,1,A191,yes,1,1,0.9510159198927686
A14,18,A34,A43,1800,A61,A73,4,male_single,A101,2,A123,24,A143,A152,2,A173,1,A191,yes,1,1,0.9190810733140085
A13,15,A32,A46,1905,A61,A75,4,male_single,A101,4,A123,40,A143,A151,1,A174,1,A192,yes,1,1,0.6272576195652811
A14,12,A32,A42,1123,A63,A73,4,female_divorced_separated_married,A101,4,A123,29,A143,A151,1,A172,1,A191,yes,0,1,0.8185428071963795
A11,48,A34,A41,6331,A61,A75,4,male_single,A101,4,A124,46,A143,A153,2,A173,1,A192,yes,0,1,0.6210711869295449
A13,24,A32,A43,1377,A62,A75,4,female_divorced_separated_married,A101,2,A124,47,A143,A153,1,A173,1,A192,yes,1,1,0.7777061251852794
A12,30,A33,A49,2503,A62,A75,4,male_single,A101,2,A122,41,A142,A152,2,A173,1,A191,yes,1,1,0.507518800178614
A12,27,A32,A49,2528,A61,A72,4,female_divorced_separated_married,A101,1,A122,32,A143,A152,1,A173,2,A192,yes,1,0,0.36830311820003697
A14,15,A32,A40,5324,A63,A75,1,female_divorced_separated_married,A101,4,A124,35,A143,A153,1,A173,1,A191,yes,1,1,0.8017871491549121
A12,48,A32,A40,6560,A62,A74,3,male_single,A101,2,A122,24,A143,A152,1,A173,1,A191,yes,0,0,0.3686133374373502
A12,12,A30,A42,2969,A61,A72,4,female_divorced_separated_married,A101,3,A122,25,A143,A151,2,A173,1,A191,yes,0,0,0.1834425266669641
A12,9,A32,A43,1206,A61,A75,4,female_divorced_separated_married,A101,4,A121,25,A143,A152,1,A173,1,A191,yes,1,1,0.6502844785480959
A12,9,A32,A43,2118,A61,A73,2,male_single,A101,2,A121,37,A143,A152,1,A172,2,A191,yes,1,1,0.8228796757246943
A14,18,A34,A43,629,A63,A75,4,male_single,A101,3,A122,32,A141,A152,2,A174,1,A192,yes,1,1,0.9428546192784916
A11,6,A31,A46,1198,A61,A75,4,female_divorced_separated_married,A101,4,A124,35,A143,A153,1,A173,1,A191,yes,0,0,0.16147718888025409
A14,21,A32,A41,2476,A65,A75,4,male_single,A101,4,A121,46,A143,A152,1,A174,1,A192,yes,1,1,0.9871145530120047
A11,9,A34,A43,1138,A61,A73,4,male_single,A101,4,A121,25,A143,A152,2,A172,1,A191,yes,1,1,0.784416149784064
A12,60,A32,A40,14027,A61,A74,4,male_single,A101,2,A124,27,A143,A152,1,A174,1,A192,yes,0,0,0.07570788465433875
A14,30,A34,A41,7596,A65,A75,1,male_single,A101,4,A123,63,A143,A152,2,A173,1,A191,yes,1,1,0.990812205054214
A14,30,A34,A43,3077,A65,A75,3,male_single,A101,2,A123,40,A143,A152,2,A173,2,A192,yes,1,1,0.9725171813584246
A14,18,A32,A43,1505,A61,A73,4,male_single,A101,2,A124,32,A143,A153,1,A174,1,A192,yes,1,1,0.8877977218250873
A13,24,A34,A43,3148,A65,A73,3,male_single,A101,2,A123,31,A143,A152,2,A173,1,A192,yes,1,1,0.9534502140083925
A12,20,A30,A41,6148,A62,A75,3,male_married_widowed,A101,4,A123,31,A141,A152,2,A173,1,A192,yes,1,0,0.49553004755918995
A13,9,A30,A43,1337,A61,A72,4,male_single,A101,2,A123,34,A143,A152,2,A174,1,A192,yes,0,1,0.7387689767905076
A12,6,A31,A46,433,A64,A72,4,female_divorced_separated_married,A101,2,A122,24,A141,A151,1,A173,2,A191,yes,0,0,0.20784498455694947
A11,12,A32,A40,1228,A61,A73,4,female_divorced_separated_married,A101,2,A121,24,A143,A152,1,A172,1,A191,yes,0,0,0.3152784321906768
A12,9,A32,A43,790,A63,A73,4,female_divorced_separated_married,A101,3,A121,66,A143,A152,1,A172,1,A191,yes,1,1,0.8287959965029426
A14,27,A32,A40,2570,A61,A73,3,female_divorced_separated_married,A101,3,A121,21,A143,A151,1,A173,1,A191,yes,0,1,0.5364939595344467
A14,6,A34,A40,250,A64,A73,2,female_divorced_separated_married,A101,2,A121,41,A141,A152,2,A172,1,A191,yes,1,1,0.96609026387134
A14,15,A34,A43,1316,A63,A73,2,male_married_widowed,A101,2,A122,47,A143,A152,2,A172,1,A191,yes,1,1,0.9688206070074257
A11,18,A32,A43,1882,A61,A73,4,female_divorced_separated_married,A101,4,A123,25,A141,A151,2,A173,1,A191,yes,0,0,0.15335340604193878
A12,48,A31,A49,6416,A61,A75,4,female_divorced_separated_married,A101,3,A124,59,A143,A151,1,A173,1,A191,yes,0,0,0.0667730211423616
A13,24,A34,A49,1275,A64,A73,2,male_divorced_separated,A101,4,A121,36,A143,A152,2,A173,1,A192,yes,1,1,0.9627364307339246
A12,24,A33,A43,6403,A61,A72,1,male_single,A101,2,A123,33,A143,A152,1,A173,1,A191,yes,1,1,0.73835683080004
A11,24,A32,A43,1987,A61,A73,2,male_single,A101,4,A121,21,A143,A151,1,A172,2,A191,yes,0,1,0.5247680452601658
A12,8,A32,A43,760,A61,A74,4,female_divorced_separated_married,A103,2,A121,44,A143,A152,1,A172,1,A191,yes,1,1,0.9257529147324215
A14,24,A32,A41,2603,A64,A73,2,female_divorced_separated_married,A101,4,A123,28,A143,A151,1,A173,1,A192,yes,1,1,0.9757943393163724
A14,4,A34,A40,3380,A61,A74,1,female_divorced_separated_married,A101,1,A121,37,A143,A152,1,A173,2,A191,yes,1,1,0.961864642811035
A12,36,A31,A44,3990,A65,A72,3,female_divorced_separated_married,A101,2,A124,29,A141,A152,1,A171,1,A191,yes,1,0,0.20494799355118182
A12,24,A32,A41,11560,A61,A73,1,female_divorced_separated_married,A101,4,A123,23,A143,A151,2,A174,1,A191,yes,0,0,0.41885971541259714
A11,18,A32,A40,4380,A62,A73,3,male_single,A101,4,A123,35,A143,A152,1,A172,2,A192,yes,1,0,0.46352701146993247
A14,6,A34,A40,6761,A61,A74,1,male_single,A101,3,A124,45,A143,A152,2,A174,2,A192,yes,1,1,0.9409724140907642
A12,30,A30,A49,4280,A62,A73,4,female_divorced_separated_married,A101,4,A123,26,A143,A151,2,A172,1,A191,yes,0,0,0.16400490503074844
A11,24,A31,A40,2325,A62,A74,2,male_single,A101,3,A123,32,A141,A152,1,A173,1,A191,yes,1,0,0.3667230208876272
A12,10,A31,A43,1048,A61,A73,4,male_single,A101,4,A121,23,A142,A152,1,A172,1,A191,yes,1,0,0.44887441982423515
A14,21,A32,A43,3160,A65,A75,4,male_single,A101,3,A122,41,A143,A152,1,A173,1,A192,yes,1,1,0.9563462668365561
A11,24,A31,A42,2483,A63,A73,4,male_single,A101,4,A121,22,A142,A152,1,A173,1,A192,yes,1,0,0.3543752412665055
A11,39,A34,A42,14179,A65,A74,4,male_single,A101,4,A122,30,A143,A152,2,A174,1,A192,yes,1,1,0.6037088647764797
A11,13,A34,A49,1797,A61,A72,3,male_single,A101,1,A122,28,A141,A152,2,A172,1,A191,yes,1,1,0.5719131739167824
A11,15,A32,A40,2511,A61,A71,1,female_divorced_separated_married,A101,4,A123,23,A143,A151,1,A173,1,A191,yes,1,0,0.2994314035997441
A11,12,A32,A40,1274,A61,A72,3,female_divorced_separated_married,A101,1,A121,37,A143,A152,1,A172,1,A191,yes,0,0,0.40613623041923236
A14,21,A32,A41,5248,A65,A73,1,male_single,A101,3,A123,26,A143,A152,1,A173,1,A191,yes,1,1,0.9825511421796987
A14,15,A32,A41,3029,A61,A74,2,male_single,A101,2,A123,33,A143,A152,1,A173,1,A191,yes,1,1,0.9813284485199587
A11,6,A32,A42,428,A61,A75,2,female_divorced_separated_married,A101,1,A122,49,A141,A152,1,A173,1,A192,yes,1,1,0.6724143364670898
A11,18,A32,A40,976,A61,A72,1,female_divorced_separated_married,A101,2,A123,23,A143,A152,1,A172,1,A191,yes,0,0,0.435666107773163
A12,12,A32,A49,841,A62,A74,2,female_divorced_separated_married,A101,4,A121,23,A143,A151,1,A172,1,A191,yes,1,1,0.8207959935124981
A14,30,A34,A43,5771,A61,A74,4,female_divorced_separated_married,A101,2,A123,25,A143,A152,2,A173,1,A191,yes,1,1,0.8486050455493974
A14,12,A33,A45,1555,A64,A75,4,male_single,A101,4,A124,55,A143,A153,2,A173,2,A191,yes,0,1,0.9356476190909312
A11,24,A32,A40,1285,A65,A74,4,female_divorced_separated_married,A101,4,A124,32,A143,A151,1,A173,1,A191,yes,0,0,0.35669612463879047
A13,6,A34,A40,1299,A61,A73,1,male_single,A101,1,A121,74,A143,A152,3,A171,2,A191,no,1,1,0.9875500478349596
A13,15,A34,A43,1271,A65,A73,3,male_single,A101,4,A124,39,A143,A153,2,A173,1,A192,yes,0,1,0.9646225817840051
A14,24,A32,A40,1393,A61,A73,2,male_single,A103,2,A121,31,A143,A152,1,A173,1,A192,yes,1,1,0.9559849245272349
A11,12,A34,A40,691,A61,A75,4,male_single,A101,3,A122,35,A143,A152,2,A173,1,A191,yes,0,1,0.5845871277010778
A14,15,A34,A40,5045,A65,A75,1,female_divorced_separated_married,A101,4,A123,59,A143,A152,1,A173,1,A192,yes,1,1,0.9773761922694104
A11,18,A34,A42,2124,A61,A73,4,female_divorced_separated_married,A101,4,A121,24,A143,A151,2,A173,1,A191,yes,0,0,0.45277319492714074
A11,12,A32,A43,2214,A61,A73,4,male_single,A101,3,A122,24,A143,A152,1,A172,1,A191,yes,1,1,0.553450571442281
A14,21,A34,A40,12680,A65,A75,4,male_single,A101,4,A124,30,A143,A153,1,A174,1,A192,yes,0,1,0.8236863035690445
A14,24,A34,A40,2463,A62,A74,4,male_married_widowed,A101,3,A122,27,A143,A152,2,A173,1,A192,yes,1,1,0.8915804681614656
A12,12,A32,A43,1155,A61,A75,3,male_married_widowed,A103,3,A121,40,A141,A152,2,A172,1,A191,yes,1,1,0.7799968004136353
A11,30,A32,A42,3108,A61,A72,2,male_divorced_separated,A101,4,A122,31,A143,A152,1,A172,1,A191,yes,0,0,0.336267276899542
A14,10,A32,A41,2901,A65,A72,1,female_divorced_separated_married,A101,4,A121,31,A143,A151,1,A173,1,A191,yes,1,1,0.9783047056657698
A12,12,A34,A42,3617,A61,A75,1,male_single,A101,4,A123,28,A143,A151,3,A173,1,A192,yes,1,1,0.8380877410434676
A14,12,A34,A43,1655,A61,A75,2,male_single,A101,4,A121,63,A143,A152,2,A172,1,A192,yes,1,1,0.9880820315965112
A11,24,A32,A41,2812,A65,A75,2,female_divorced_separated_married,A101,4,A121,26,A143,A151,1,A173,1,A191,yes,1,1,0.8269214407026791
A11,36,A34,A46,8065,A61,A73,3,female_divorced_separated_married,A101,2,A124,25,A143,A152,2,A174,1,A192,yes,0,0,0.14166118186055096
A14,21,A34,A41,3275,A61,A75,1,male_single,A101,4,A123,36,A143,A152,1,A174,1,A192,yes,1,1,0.9916384706362786
A14,24,A34,A43,2223,A62,A75,4,male_single,A101,4,A122,52,A141,A152,2,A173,1,A191,yes,1,1,0.9104804486007216
A13,12,A34,A40,1480,A63,A71,2,male_single,A101,4,A124,66,A141,A153,3,A171,1,A191,yes,1,1,0.8524571952493842
A11,24,A32,A40,1371,A65,A73,4,female_divorced_separated_married,A101,4,A121,25,A143,A151,1,A173,1,A191,yes,0,0,0.3448946502355112
A14,36,A34,A40,3535,A61,A74,4,male_single,A101,4,A123,37,A143,A152,2,A173,1,A192,yes,1,1,0.875984844085029
A11,18,A32,A43,3509,A61,A74,4,female_divorced_separated_married,A103,1,A121,25,A143,A152,1,A173,1,A191,yes,1,1,0.7769192913769267
A14,36,A34,A41,5711,A64,A75,4,male_single,A101,2,A123,38,A143,A152,2,A174,1,A192,yes,1,1,0.9849208050660301
A12,18,A32,A45,3872,A61,A71,2,female_divorced_separated_married,A101,4,A123,67,A143,A152,1,A173,1,A192,yes,1,1,0.6210173213035899
A12,39,A34,A43,4933,A61,A74,2,male_single,A103,2,A121,25,A143,A152,2,A173,1,A191,yes,0,1,0.9305378266995079
A14,24,A34,A40,1940,A64,A75,4,male_single,A101,4,A121,60,A143,A152,1,A173,1,A192,yes,1,1,0.9830220565577442
A12,12,A30,A48,1410,A61,A73,2,male_single,A101,2,A121,31,A143,A152,1,A172,1,A192,yes,1,1,0.9326023230273492
