applicant_id,gender,ethnicity,age,age_group,disability_status,veteran_status,education_level,application_date,application_month,application_quarter,department,hiring_manager,university_prestige,gpa,degree_relevance,years_experience,career_gap_months,previous_employer_tier,technical_skills_score,communication_skills,leadership_potential,problem_solving,cultural_fit,adaptability_score,technical_interview_score,behavioral_interview_score,case_study_score,panel_interview_score,referral_source,alumni_connection,internal_referral_strength,location_tier,socioeconomic_background,first_generation_college,previous_application_count,previous_rejection_count,previous_salary,self_reported_skills,verified_skills,true_competency_score,y_true,biased_competency_score,y_pred,y_prob,group_gender,group_ethnicity,group_age,group_disability,group_education,group_department,group
2484,Female,Hispanic,46,45-49,None,Non-veteran,No Diploma,2023-11-10,11,Q4-2023,Sales,Manager_1,Top-20,2.5528691703692274,Medium,4,15,Tech-Giant,47.587993223017406,64.84932328858042,89.95640655272828,62.30740516835451,59.751336407755055,58.802516507974666,104.75377070124445,78.20150250131374,78.38019317803688,69.79164654180204,Employee Referral,0,None,Tier-3,Lower-middle,1,3,2,86440.91891718964,60.38835934295761,29.823721821105927,75.50983697827988,1,67.18190355882386,1,0.5598491963235321,Female,Hispanic,45-49,None,No Diploma,Sales,Female
2485,Male,Black,39,35-39,None,Non-veteran,High School,2023-06-11,6,Q2-2023,HR,Manager_9,Regional,3.4020075694745846,Medium,4,1,Mid-size,58.80670133695232,45.84158036313791,55.687783730869114,84.53150718645283,52.27934976196285,71.14406299531252,83.69521642201255,31.059432530926003,75.79856542103532,57.69312320542129,Recruiter,0,Weak,Tier-2,Lower-middle,1,1,0,,87.04377506684138,66.00803953352843,68.68645700502995,0,51.387996025019504,0,0.42823330020849587,Male,Black,35-39,None,High School,HR,Male
2486,Male,White,39,35-39,None,Non-combat Veteran,High School,2023-02-19,2,Q1-2023,Marketing,Manager_20,Regional,4.0,High,19,14,Mid-size,44.86639654676983,68.11740698588052,39.10460612932289,71.46320355203592,83.73074688447358,64.78121329320933,78.52503176347443,42.72782756879522,77.37936864495711,85.06840943187481,Career Fair,1,Weak,Tier-2,Lower-middle,0,2,0,,91.29704202197063,100.0,75.0231497527596,0,62.17497153763554,1,0.5181247628136295,Male,White,35-39,None,High School,Marketing,Male
2487,Male,White,30,25-29,Prefer not to say,Combat Veteran,Bachelors,2023-09-28,9,Q3-2023,Product,Manager_12,Top-100,2.448794603851747,High,3,0,Mid-size,31.253365577669562,51.92410954770608,57.77342149871221,63.29206411130722,51.088673192378224,77.5404905401719,85.28774616829196,93.08962507057299,67.09215871142712,72.01572003063056,Direct Application,0,None,Rural,Middle,1,2,2,63495.737681617524,99.70712696137524,99.0764823003462,66.30588395889767,0,49.62771725119134,0,0.41356431042659453,Male,White,25-29,Prefer not to say,Bachelors,Product,Male
2488,Female,White,57,55-59,None,Non-veteran,Bachelors,2023-09-20,9,Q3-2023,Engineering,Manager_17,International,2.019987895189797,Medium,10,18,Fortune-500,44.157335259905224,100.0,53.91158164552186,69.30885746636167,70.5789053098029,52.31380807179532,63.14067794333209,91.1337592918979,51.69256426077243,59.58241387416852,Recruiter,0,None,Tier-1,Middle,1,3,1,,85.68696231137051,71.0413450447802,67.39175414411508,0,49.03068202363201,0,0.4085890168636001,Female,White,55-59,None,Bachelors,Engineering,Female
2489,Male,Hispanic,20,18-24,None,Non-veteran,High School,2023-04-01,4,Q2-2023,Engineering,Manager_15,Regional,3.580778896973999,High,2,4,Mid-size,33.37513782402543,47.713754583716934,71.07285457215647,90.83201669916315,42.32909653213289,58.821740670826784,18.616611966434967,94.8591806503672,67.8195651434266,70.69663010983078,Recruiter,0,None,Tier-3,Middle,0,4,4,76820.98125178424,94.06252626812197,83.00931048395509,61.76690885815928,0,45.15524369413995,0,0.37629369745116625,Male,Hispanic,18-24,None,High School,Engineering,Male
2490,Female,Asian,48,45-49,Prefer not to say,Non-veteran,Bachelors,2023-08-27,8,Q3-2023,Engineering,Manager_11,Regional,3.884134041546261,Medium,2,14,Unemployed,41.138613263712166,41.957458175150464,65.46838843223603,60.79905309859437,48.31442959500366,100.0,59.4524012565347,48.803162338434426,43.03561639511738,51.18056356968253,Direct Application,1,Weak,Tier-1,Upper-middle,0,2,2,51646.205224990066,54.807773302962495,36.542819868386175,64.50596751733747,0,30.143645799742288,0,0.2511970483311857,Female,Asian,45-49,Prefer not to say,Bachelors,Engineering,Female
2491,Female,White,43,40-44,None,Non-veteran,Associate,2023-12-05,12,Q4-2023,Operations,Manager_10,Regional,3.1130569348401167,Medium,8,16,Government,43.62282592353913,77.16512692937077,64.794417656735,51.909566915190354,63.48562770477224,45.90727048475029,70.21938852311466,95.11418988229772,75.42738163051214,86.56018371883385,LinkedIn,0,Weak,Tier-2,Middle,1,4,4,,98.26279170296257,71.74491182222239,69.10696547219219,0,57.25803650817453,0,0.4771503042347877,Female,White,40-44,None,Associate,Operations,Female
2492,Female,White,62,60+,None,Non-veteran,Bachelors,2023-06-27,6,Q2-2023,Engineering,Manager_10,Regional,2.0,Medium,2,12,Mid-size,43.88008890157228,94.40187207207973,48.74126647218369,52.780748497694574,46.117900813898814,48.239432106608575,57.44818006524686,63.344847384326506,82.73830717361041,89.82253169341439,Career Fair,0,Weak,Tier-1,Lower-middle,0,4,4,83904.54738732621,69.40297501877781,51.516408636851594,53.67150161678579,0,37.6677071856854,0,0.31389755988071166,Female,White,60+,None,Bachelors,Engineering,Female
2493,Male,White,42,40-44,None,Non-veteran,Bachelors,2023-03-30,3,Q1-2023,Sales,Manager_8,Regional,3.026012971178247,Medium,31,6,Fortune-500,71.72041025264528,74.21397337541224,100.0,86.61499278364695,84.88403906590798,64.94987107281808,72.73821769516059,85.86178741056563,100.0,60.555983857479035,Direct Application,0,None,Tier-3,Lower-middle,0,4,2,73492.68073381056,64.99851413561049,41.76322733850732,95.65017722215113,1,80.65665939499866,1,0.6721388282916555,Male,White,40-44,None,Bachelors,Sales,Male
2494,Male,Hispanic,35,30-34,Physical,Non-veteran,No Diploma,2023-12-08,12,Q4-2023,Marketing,Manager_17,Regional,3.124613557245244,High,16,2,Government,56.822659713392554,68.68751544634327,58.84393910226535,76.80942044200339,62.49484281029301,51.33781964769079,105.0,71.11145962306854,77.94133048889474,92.79185931520553,Direct Application,1,None,Tier-1,Lower-middle,0,0,0,,90.38462845703991,97.05822444577947,82.53953252057684,1,52.665194638860655,0,0.4388766219905055,Male,Hispanic,30-34,Physical,No Diploma,Marketing,Male
2495,Male,Middle Eastern,42,40-44,None,Non-veteran,Associate,2023-02-13,2,Q1-2023,Operations,Manager_1,Regional,4.0,Medium,8,0,Startup,76.37037408809034,46.15660641863684,62.71677601878609,99.87124348943884,80.58374439059259,79.31963335056757,42.9434928829377,66.70986577624492,64.5888962194385,45.07133241502695,LinkedIn,1,Strong,Rural,Middle,0,2,2,63324.305313770004,51.88498101634427,63.44691398801638,76.05065838756482,1,57.362335213817644,0,0.478019460115147,Male,Middle Eastern,40-44,None,Associate,Operations,Male
2496,Male,Black,23,18-24,None,Combat Veteran,No Diploma,2023-06-09,6,Q2-2023,Finance,Manager_15,Regional,2.6745165440039536,Low,0,5,Government,28.989130873495114,56.23975461617377,79.03744581486622,68.81623114637962,41.016605878948,77.5562359527674,53.13135925898344,62.491056833637614,62.12656448783877,52.84834645975148,Direct Application,1,None,Rural,Upper-middle,0,2,1,,99.31795516002305,92.0,59.058175473673884,0,42.202416304618566,0,0.35168680253848805,Male,Black,18-24,None,No Diploma,Finance,Male
2497,Female,White,36,35-39,None,Non-veteran,Associate,2023-04-21,4,Q2-2023,Engineering,Manager_3,Regional,3.0240190638417492,Medium,3,29,Mid-size,56.26470549617184,59.96842598873195,28.21210137839617,93.57674560388156,99.38159238930461,69.23527076894638,85.99301699902429,94.16713240691335,57.34074614733338,77.62929451819662,Employee Referral,0,None,Tier-1,Prefer not to say,1,1,1,115986.91252809961,71.66492816305949,72.92421668095666,73.84561326876275,0,76.73873826863723,1,0.6394894855719769,Female,White,35-39,None,Associate,Engineering,Female
2498,Female,White,33,30-34,None,Non-veteran,Associate,2023-06-21,6,Q2-2023,Sales,Manager_4,Regional,3.1187581609943438,High,6,25,Fortune-500,93.0,95.37336538424108,29.566667384446596,83.21831373194797,72.98749683820911,68.14328624793751,69.78306821581836,95.79488943383093,80.54609219713454,61.17839213314521,LinkedIn,0,None,Tier-1,Middle,0,0,0,82779.50929541401,47.64873968225962,32.789266234622346,78.9834301614832,1,69.84353377096505,1,0.5820294480913755,Female,White,30-34,None,Associate,Sales,Female
2499,Male,Asian,53,50-54,None,Non-veteran,Associate,2023-03-04,3,Q1-2023,Product,Manager_13,Top-100,2.9930049240089036,High,0,1,Government,57.065884024235515,58.5099576528481,50.02203634585798,76.88183279665,60.155025937003344,78.33802921883603,60.837073564918796,85.0056468094158,74.9056983293593,76.9136800823781,Career Fair,0,None,Rural,Middle,0,0,0,54592.96204271841,68.51745613870338,64.38553112914074,66.35953422797297,0,54.79641458035981,0,0.4566367881696651,Male,Asian,50-54,None,Associate,Product,Male
2500,Female,Hispanic,30,25-29,Physical,Non-veteran,Bachelors,2023-01-11,1,Q1-2023,Sales,Manager_5,Regional,3.050575666706045,Low,5,18,Mid-size,33.85907616084213,52.430639601858246,46.986215069381686,73.32301785880692,24.70240959330654,73.0693258198678,48.8765148689107,73.75984980952224,100.0,60.59979870306064,Campus Recruiting,0,Weak,Tier-1,Upper-middle,0,0,0,85926.21683184276,47.87662683173545,33.75926340197998,60.008097481719396,0,20.210831495320377,0,0.16842359579433647,Female,Hispanic,25-29,Physical,Bachelors,Sales,Female
2501,Female,Hispanic,22,18-24,None,Non-veteran,Bachelors,2023-01-30,1,Q1-2023,Product,Manager_16,Top-100,3.7157891053841583,High,10,12,Mid-size,53.50720043793737,63.79636186414345,45.12466155524755,84.20435009696737,60.06904367998435,76.0664810622242,89.0,80.75817524397218,97.45911019335094,76.3547284084839,LinkedIn,0,None,Tier-1,Middle,0,1,0,46816.59655109816,77.8253103570694,87.92477900686299,81.17685590765664,1,55.645252482512845,0,0.4637104373542737,Female,Hispanic,18-24,None,Bachelors,Product,Female
2502,Non-binary,White,60,55-59,None,Non-veteran,Bachelors,2023-08-11,8,Q3-2023,HR,Manager_7,Top-100,3.7717956219025943,Medium,1,8,Tech-Giant,70.0,65.30720069202889,67.88537663590166,73.92901408036488,51.111511377922014,66.24354913657311,74.11183946183455,81.30517785900294,49.23809724243888,77.6084185792078,LinkedIn,0,Medium,Tier-3,Middle,0,1,0,133076.05591877882,79.21649936292671,58.18912961504745,76.25257816605935,1,45.810519868401826,0,0.38175433223668187,Non-binary,White,55-59,None,Bachelors,HR,Non-binary
2503,Male,Asian,44,40-44,None,Non-veteran,Associate,2023-05-05,5,Q2-2023,Sales,Manager_8,Regional,3.71281202798982,Medium,8,9,Mid-size,40.579001826471846,43.95662664045396,43.266333731509214,70.47970926997375,55.16033392190473,71.16695620798636,66.06840648596958,84.43667112920693,60.512381429517596,50.622460525677624,Campus Recruiting,0,Medium,Tier-1,Upper-middle,0,2,2,94858.70390953473,92.59675224986943,73.00122373998323,68.64091597509108,0,59.83884002171527,1,0.4986570001809606,Male,Asian,40-44,None,Associate,Sales,Male
2504,Female,White,42,40-44,None,Combat Veteran,High School,2023-05-21,5,Q2-2023,HR,Manager_16,Top-20,2.918055955091359,High,8,13,Mid-size,71.32240795053778,49.07715159693811,88.44405523719581,81.86610477665695,7.85565701169331,74.71465401202157,83.96688493278803,87.67576211266955,86.9441808505014,63.13022920647384,Direct Application,0,Weak,Tier-3,Low,0,1,0,28011.22039199617,69.82656204178456,71.99857421754825,82.00755115925276,1,56.26830996100725,0,0.4689025830083937,Female,White,40-44,None,High School,HR,Female
2505,Female,White,58,55-59,None,Non-veteran,Masters,2023-08-26,8,Q3-2023,Engineering,Manager_4,Regional,2.4898319796961954,High,1,26,Startup,34.591434464119075,91.87249775448119,64.30472900517225,83.41858368508402,71.85361097165142,74.98057636521084,42.32361934658359,89.14127578180305,58.79415363847282,60.50445393925755,Campus Recruiting,0,None,Tier-1,Upper-middle,0,3,2,122382.32017569739,68.06898612354546,50.77111742608014,64.6217336556113,0,44.68102387974925,0,0.37234186566457705,Female,White,55-59,None,Masters,Engineering,Female
2506,Male,Indigenous,23,18-24,None,Non-veteran,High School,2023-10-04,10,Q4-2023,Marketing,Manager_12,Top-100,3.365831575196186,High,7,2,Startup,79.11193565885259,87.07100153962283,87.03557132176232,83.4157491787305,76.30136451506682,57.27925971205864,105.0,101.84663268218361,84.05462547307022,58.88135797570011,Employee Referral,0,None,Tier-1,Middle,0,0,0,49451.760737868295,82.8664813398384,78.77150192921945,93.6682033815097,1,98.52386055415256,1,0.8210321712846047,Male,Indigenous,18-24,None,High School,Marketing,Male
2507,Female,White,47,45-49,None,Non-combat Veteran,Bachelors,2023-10-07,10,Q4-2023,HR,Manager_2,Regional,3.1651039269797674,Medium,7,22,Government,64.54425817230415,77.47539254985695,34.111785720415845,81.17708259947699,43.66711051179044,76.02445018541749,46.441264450833515,37.46148458602377,69.96934454367248,80.88410500360294,LinkedIn,0,Weak,Tier-2,Middle,0,3,2,,90.09906983415867,94.0,62.670164858731894,0,46.66239074339339,0,0.3888532561949449,Female,White,45-49,None,Bachelors,HR,Female
2508,Male,Asian,37,35-39,None,Non-veteran,Associate,2023-05-20,5,Q2-2023,Marketing,Manager_11,Regional,3.0402020367845566,High,1,3,Startup,100.0,56.73768876955684,54.69989392155175,77.33177790825033,95.00478504048999,57.67975775568046,69.52685527286782,65.9206311014343,78.60255003324352,81.10421731714824,Direct Application,0,None,Tier-1,Middle,1,2,1,,90.00159030755468,93.51841529370256,70.15342709986177,0,75.92579274781097,1,0.6327149395650914,Male,Asian,35-39,None,Associate,Marketing,Male
2509,Female,Asian,30,25-29,None,Non-veteran,Bachelors,2023-04-17,4,Q2-2023,HR,Manager_13,Top-20,2.631382470537029,Irrelevant,0,14,Mid-size,60.262509947604784,66.6334171257798,39.38103191064671,67.98989325752078,43.28223284562707,66.26987488159553,95.89241998086784,52.036802092166425,71.66362331601037,87.27609641191701,Direct Application,0,None,Tier-1,Lower-middle,1,3,2,104423.92614616954,84.01194999634106,84.87608819525242,64.95771884000987,0,57.9145576743244,0,0.4826213139527033,Female,Asian,25-29,None,Bachelors,HR,Female
2510,Female,Hispanic,55,50-54,None,Non-veteran,High School,2023-10-04,10,Q4-2023,Marketing,Manager_11,Regional,2.805602871699339,High,1,13,Mid-size,49.82073112284155,72.61081138206652,43.581515989580765,95.20772305886553,32.9571639256085,66.8897971162082,97.0,87.99291650669889,60.73301677223954,78.91569765333837,Agency,0,Medium,Tier-1,Low,0,4,3,46876.32325251463,65.73522203016799,40.756612474751115,76.20055259189378,1,39.50660039073139,0,0.3292216699227616,Female,Hispanic,50-54,None,High School,Marketing,Female
2511,Male,White,49,45-49,Physical,Non-veteran,High School,2023-12-19,12,Q4-2023,Finance,Manager_17,Regional,3.104397839264251,Medium,13,8,Tech-Giant,69.59105545846519,65.16463637455165,91.2470521841708,50.58277947267772,34.0038472179389,100.0,84.94025909346846,50.05653337691726,69.96668842861625,55.424269569407834,LinkedIn,1,None,Tier-2,Upper-middle,0,2,2,,69.12402899047915,36.332353674587125,79.61471980296595,1,50.949228630717286,0,0.4245769052559774,Male,White,45-49,Physical,High School,Finance,Male
2512,Female,Asian,60,55-59,None,Non-combat Veteran,Masters,2023-10-31,10,Q4-2023,HR,Manager_19,Top-100,2.4863223450377383,Medium,11,12,Startup,75.0,41.840286031490464,46.32211772913698,74.05214955001512,81.00791761468761,65.85299367968824,67.93179103682682,71.5090761256504,79.44524514907025,96.65105606437581,Agency,0,None,Tier-1,Middle,1,0,0,93499.1359357942,81.07636359611651,81.29269641622922,67.17499988213982,0,50.00438590138697,0,0.4167032158448914,Female,Asian,55-59,None,Masters,HR,Female
2513,Female,Black,50,45-49,None,Non-veteran,Associate,2023-01-14,1,Q1-2023,Finance,Manager_11,Top-100,2.853941749868752,Low,13,23,Government,55.900048673883845,65.90634007261787,46.850124432503286,53.7337997007897,82.33315064930305,100.0,73.02493878576088,84.23936962923253,54.45112409008023,91.67792496797807,Employee Referral,1,Weak,Tier-3,Lower-middle,1,3,1,54636.5549552336,98.4297061049213,67.87720052631101,72.97511794955803,0,54.240934471222104,0,0.4520077872601842,Female,Black,45-49,None,Associate,Finance,Female
2514,Female,White,34,30-34,Cognitive,Non-veteran,High School,2023-10-05,10,Q4-2023,HR,Manager_13,Regional,2.877450083862077,High,9,12,Mid-size,49.682747065737125,65.37626973329391,74.24630631247149,84.0866032352709,19.637233848130478,56.259650562626504,97.0,33.708476679360345,90.99152578669896,89.06117611407123,LinkedIn,0,None,Rural,Upper-middle,0,3,1,63148.72545873303,100.0,94.0,73.91870822853545,0,42.33063062197725,0,0.35275525518314377,Female,White,30-34,Cognitive,High School,HR,Female
2515,Male,Black,55,50-54,None,Non-veteran,Bachelors,2023-03-04,3,Q1-2023,Operations,Manager_2,Ivy League,2.8228625290988063,Medium,2,4,Government,50.40960705609865,69.81086661717555,87.51883669880657,94.01093936769904,83.17027264286979,46.96832978513079,117.0,70.47162362693877,100.0,53.71071576479453,Recruiter,1,Strong,Rural,Middle,1,2,2,88758.13935700904,61.92197372975079,33.987161533356925,82.61541109414904,1,75.18717847407096,1,0.626559820617258,Male,Black,50-54,None,Bachelors,Operations,Male
2516,Female,White,35,30-34,None,Non-veteran,Bachelors,2023-07-29,7,Q3-2023,Finance,Manager_10,Community,3.7748764170222855,High,19,20,Startup,51.35427408866548,55.71211268244515,78.07109191050696,77.59303011073912,79.18665294945286,68.94216565525592,45.521298331902116,91.12255849362919,29.178827647381652,50.56880799726116,Campus Recruiting,0,None,International,Upper-middle,0,2,0,32267.29287777874,70.65043290506988,48.60144251286615,79.31676046094012,1,47.421759299528816,0,0.3951813274960735,Female,White,30-34,None,Bachelors,Finance,Female
2517,Female,White,24,18-24,None,Non-veteran,Associate,2023-07-30,7,Q3-2023,Marketing,Manager_2,Regional,3.162662340207121,Low,5,14,Government,71.8488076890189,77.27065819558305,35.86713279590206,91.17473069273484,64.54088931814054,57.995523949936754,53.99792958190841,41.66838271538377,72.99438519437865,84.72778792171069,Recruiter,1,Weak,Rural,Middle,1,0,0,,55.00532812518854,25.080892069149566,64.96377779736399,0,54.30354655558688,0,0.45252955462989064,Female,White,18-24,None,Associate,Marketing,Female
2518,Female,Asian,22,18-24,None,Non-veteran,Bachelors,2023-06-11,6,Q2-2023,Marketing,Manager_10,Regional,3.7968289504223165,Irrelevant,11,12,Government,43.296667872891135,66.70137296736738,29.26346491389397,107.34555111195101,63.01031593285598,47.339471770578214,69.20507665649696,93.87900757006229,51.00301624485115,54.1713793328679,Direct Application,1,Weak,Tier-1,Lower-middle,0,1,0,42477.85530687819,73.26225498735677,49.3784732350081,77.5993152369605,1,61.309492811356236,1,0.5109124400946353,Female,Asian,18-24,None,Bachelors,Marketing,Female
2519,Male,White,52,50-54,None,Non-veteran,High School,2023-09-29,9,Q3-2023,Product,Manager_1,Regional,3.6378795565330697,Low,11,4,Mid-size,51.719726699998745,74.39503275399782,87.97341221091524,96.02791118293787,99.81703286799231,76.79797275539273,74.39269436705732,66.70712136730496,67.69924674289695,69.26138496872993,Employee Referral,1,None,Tier-2,Middle,0,1,1,86085.54562236661,99.62235545965596,100.0,85.39863612610344,1,74.59788397912746,1,0.6216490331593955,Male,White,50-54,None,High School,Product,Male
2520,Male,Asian,46,45-49,None,Non-veteran,PhD,2023-12-07,12,Q4-2023,Engineering,Manager_10,Regional,3.5276395415555477,High,0,6,Mid-size,78.48781776792814,66.12945108106656,57.6597501806393,66.12504385645943,63.1240121563919,65.86906186637104,81.4494178126088,86.23803105260873,58.60344979584397,85.9575561109448,Career Fair,1,Medium,Tier-2,Middle,1,3,0,,45.13439000155054,30.90241444345928,75.02257052054881,0,73.85093082515577,1,0.6154244235429648,Male,Asian,45-49,None,PhD,Engineering,Male
2521,Female,White,62,60+,None,Non-combat Veteran,Bachelors,2023-07-09,7,Q3-2023,Marketing,Manager_14,Community,3.6029828450934853,Medium,1,27,Mid-size,26.577566711975564,87.78683199286641,40.735766089513845,103.15819467873722,43.852157739612664,68.38887171023401,42.700739803093,89.1044149895524,89.59842684901218,84.51556578253178,Career Fair,0,None,Tier-1,Lower-middle,0,3,2,,67.86562381651513,41.015267632006676,68.4488799211701,0,31.04294682847744,0,0.25869122357064533,Female,White,60+,None,Bachelors,Marketing,Female
2522,Female,Black,29,25-29,None,Non-veteran,Masters,2023-04-24,4,Q2-2023,Marketing,Manager_7,Community,2.9523183265364636,Low,1,25,Unemployed,71.70872711773282,96.2951527182226,51.52778988807643,74.80417984119521,66.4230009431771,66.45048431619438,63.95367093230588,61.13150794503681,96.21726177088115,98.63103802853371,Direct Application,0,None,Tier-2,Middle,1,5,3,52884.62365635486,37.04426136250848,13.09628954163598,68.7997007111421,0,37.9588082745657,0,0.3163234022880475,Female,Black,25-29,None,Masters,Marketing,Female
2523,Non-binary,White,32,30-34,None,Non-veteran,Bachelors,2023-04-07,4,Q2-2023,Sales,Manager_20,Community,3.6155318189672543,Medium,18,9,Non-profit,26.903219465776445,77.38616801838542,77.3125549385719,74.37835497256587,76.55050762758002,83.7761460952938,53.12778133235861,96.93872747876792,62.8793680926923,82.80811452848265,LinkedIn,0,Strong,Tier-2,Middle,0,3,3,,84.45842940784163,81.86911046524253,80.69814657410187,1,39.39982149746963,0,0.32833184581224695,Non-binary,White,30-34,None,Bachelors,Sales,Non-binary
2524,Male,White,37,35-39,None,Non-veteran,Professional,2023-02-02,2,Q1-2023,Sales,Manager_15,Top-100,2.8530479735151446,Medium,5,6,Startup,76.31294587619342,52.10756606735339,80.52000019615319,67.0095696645028,72.89866574020098,66.39864459788228,44.83099136160574,86.25402055346348,59.72055744560342,108.96532574648768,Employee Referral,0,None,Tier-1,Middle,0,4,4,72612.02408396712,82.47684374418232,77.20257994684658,67.70485343849151,0,74.73056834027174,1,0.6227547361689312,Male,White,35-39,None,Professional,Sales,Male
2525,Female,White,47,45-49,None,Non-veteran,PhD,2023-10-30,10,Q4-2023,Sales,Manager_20,Regional,2.3959077857166102,High,0,20,Mid-size,69.99852613169284,71.3687455761209,49.389303573825266,85.31067378617553,15.433929001324337,100.0,61.06785192145159,72.17064233322134,49.21794921912115,78.2694193506294,Employee Referral,1,None,International,Lower-middle,1,2,0,38116.72380194112,90.04312713289181,91.41449886086454,68.31745878564475,0,63.0984308643501,1,0.5258202572029175,Female,White,45-49,None,PhD,Sales,Female
2526,Male,White,60,55-59,None,Non-veteran,High School,2023-12-14,12,Q4-2023,Operations,Manager_16,Regional,3.211261560243223,Medium,0,1,Startup,56.13346690417167,59.03093723973097,61.08723049318788,65.8947973065522,52.64890110963671,58.0989481673644,81.96865110553395,89.99494776741385,85.31767697724345,100.0,Direct Application,0,None,Tier-3,Middle,0,2,0,,65.6097869012326,71.65834348316892,70.24134398003054,0,59.24442584268431,1,0.4937035486890359,Male,White,55-59,None,High School,Operations,Male
2527,Female,White,37,35-39,None,Non-veteran,Bachelors,2023-06-09,6,Q2-2023,Finance,Manager_4,Regional,3.3544174764981918,Medium,4,36,Startup,54.01088888527157,83.56031032007442,36.71175724771875,58.956166598673896,71.00161545505853,82.10723658208157,67.67558275600827,87.48729907138775,70.99684257466161,81.02847915908015,Recruiter,0,Medium,Tier-3,Middle,0,0,0,,88.92752450091974,94.0,69.66948493018404,0,56.942623206815995,0,0.47452186005679997,Female,White,35-39,None,Bachelors,Finance,Female
2528,Female,White,55,50-54,None,Non-veteran,Bachelors,2023-06-19,6,Q2-2023,Operations,Manager_4,Top-100,2.9513298295763395,Medium,14,13,Mid-size,39.370643849903004,63.010988557880125,50.098204442127866,82.11360074384355,86.37989190216479,74.14969513385317,57.66416528747277,57.62077997930676,47.129873669142945,42.667408211342575,LinkedIn,0,Weak,Tier-2,Middle,0,2,1,67609.99150332078,81.45617296732654,88.04300923849596,67.79831918096582,0,42.76642136444952,0,0.356386844703746,Female,White,50-54,None,Bachelors,Operations,Female
2529,Male,White,58,55-59,None,Non-veteran,Associate,2023-11-21,11,Q4-2023,Sales,Manager_3,International,3.30715851625713,Medium,4,18,Mid-size,66.84537957870572,72.6828345049897,58.77354267377581,85.52583068784337,77.57401623879655,58.0842331131482,51.011902603908794,82.55643004014529,71.68483950385492,62.80647024915746,Agency,1,None,Tier-2,Lower-middle,0,0,0,74191.3395558845,38.58222616063314,30.162844962692787,70.93867321381326,0,58.74973139742603,1,0.4895810949785503,Male,White,55-59,None,Associate,Sales,Male
2530,Female,White,29,25-29,None,Non-veteran,Bachelors,2023-06-08,6,Q2-2023,Marketing,Manager_11,Regional,3.056371815184921,High,11,16,Startup,50.270046829361014,71.79584035321642,41.688716099462965,57.98291095811901,57.78530313768707,86.32646635945031,80.57946362649534,75.99449019305155,100.0,84.05955682950271,Direct Application,0,None,Tier-2,Middle,0,3,1,,65.62784014498126,74.7233507703211,72.22456371955867,0,56.08307946467522,0,0.4673589955389602,Female,White,25-29,None,Bachelors,Marketing,Female
2531,Male,White,36,35-39,None,Non-veteran,Bachelors,2023-09-23,9,Q3-2023,Engineering,Manager_13,Top-20,2.240322848784799,Medium,8,7,Non-profit,64.89757165400586,66.5513847176218,98.62589116500317,77.47173828680792,102.61619371421011,63.42797818485852,87.41807172676863,71.6936268204378,57.99269323607135,55.80564776253728,Direct Application,0,Medium,Tier-1,Upper-middle,1,6,4,,100.0,100.0,77.95745790110084,1,80.75147212831862,1,0.6729289344026552,Male,White,35-39,None,Bachelors,Engineering,Male
2532,Male,White,26,25-29,None,Non-veteran,High School,2023-10-21,10,Q4-2023,Engineering,Manager_5,Top-100,3.8600506125495304,Low,8,2,Startup,64.52077995778286,100.0,53.05691231030311,79.93958079709326,100.0,71.04188785318972,97.71016437521499,66.59727847284181,64.49425584892404,59.51119019731293,Recruiter,0,Weak,Tier-2,Middle,0,1,1,73208.67899724585,89.27058412216284,55.81975054453131,86.11791007393653,1,80.46092463096775,1,0.6705077052580646,Male,White,25-29,None,High School,Engineering,Male
2533,Female,Middle Eastern,39,35-39,None,Non-veteran,Bachelors,2023-11-10,11,Q4-2023,Finance,Manager_16,Top-100,3.7,Low,9,12,Mid-size,66.43895752780936,73.99319078146651,42.40019584381831,57.66119919751132,86.37126139478936,84.70788018873225,63.241247483333964,74.49951384751976,65.57463095484137,71.25738951760181,LinkedIn,0,Strong,Tier-1,Lower-middle,1,3,0,82466.74901559591,66.57480971320471,41.983176980334335,72.4957684283693,0,47.48171711465719,0,0.3956809759554766,Female,Middle Eastern,35-39,None,Bachelors,Finance,Female
2534,Non-binary,Hispanic,19,18-24,None,Non-veteran,Bachelors,2023-04-22,4,Q2-2023,Finance,Manager_11,Regional,2.54256726220981,High,5,9,Startup,35.8526431877811,44.39760650016426,76.59707289201856,84.23609253239871,63.410984292082375,51.32365334423436,45.27581095415741,117.92936874450245,76.6593470646085,96.64951148544021,Employee Referral,0,Weak,Tier-2,Lower-middle,1,5,4,59515.61125636322,100.0,99.98211011903486,65.7088387504386,0,49.868953115175685,0,0.4155746092931307,Non-binary,Hispanic,18-24,None,Bachelors,Finance,Non-binary
2535,Male,White,35,30-34,None,Non-veteran,Masters,2023-10-03,10,Q4-2023,HR,Manager_6,Regional,3.638873983498771,Low,1,4,Mid-size,58.8592333884487,48.00502943024341,88.0,100.0,75.0,72.48955767349142,89.7930125253146,84.16516176831783,56.928632353071436,77.00780160180553,Career Fair,0,None,International,Low,0,3,2,13687.303819113142,73.12872414907905,58.53303036402163,84.30292071423415,1,72.48638984893094,1,0.6040532487410911,Male,White,30-34,None,Masters,HR,Male
