group,race,neighborhood,time_of_day,vehicle_type,prior_stops,y_true,y_pred,y_prob
Hispanic_Mixed,Hispanic,Mixed,Day,Luxury,0,0,0,0.38775035094141813
White_Affluent,White,Affluent,Night,SUV,1,0,0,0.15323704523656603
White_Affluent,White,Affluent,Night,Sedan,2,0,0,0.2525539874081978
Black_Mixed,Black,Mixed,Day,Sedan,0,0,0,0.2833328553275331
White_Low_Income,White,Low_Income,Day,SUV,1,1,1,0.6608284744589842
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.2258511740250283
White_Affluent,White,Affluent,Night,SUV,4,1,1,0.4021677316013509
White_Affluent,White,Affluent,Night,SUV,1,0,0,0.35142022846214627
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.06994909794649548
Black_Affluent,Black,Affluent,Night,SUV,2,0,0,0.43891349831737625
White_Low_Income,White,Low_Income,Day,SUV,1,1,1,0.542810155730832
White_Affluent,White,Affluent,Night,Sedan,4,0,0,0.39919295826846757
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.44932725290332354
White_Low_Income,White,Low_Income,Day,SUV,2,1,1,0.5791582914068022
Black_Affluent,Black,Affluent,Day,Luxury,0,0,0,0.2530532839086185
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.3135828570488127
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,0,0,0,0.5781927336802016
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.1861478713009129
Hispanic_Mixed,Hispanic,Mixed,Day,Luxury,4,0,0,0.3674797200175156
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,1,0,1,0.37734726272819225
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.4373450205604309
White_Affluent,White,Affluent,Day,SUV,3,0,0,0.09065650796490474
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.28823064045749636
White_Low_Income,White,Low_Income,Night,Sedan,2,1,1,0.6498404924718366
White_Low_Income,White,Low_Income,Day,SUV,0,0,0,0.4677494393779166
Black_Affluent,Black,Affluent,Night,SUV,4,0,0,0.299545069980386
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,3,0,0,0.3805822045557683
White_Low_Income,White,Low_Income,Day,Sedan,0,1,1,0.6429336569152808
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.1398313715774443
White_Low_Income,White,Low_Income,Day,SUV,1,0,0,0.49818894094386657
Black_Mixed,Black,Mixed,Day,Sedan,3,0,0,0.45347058514176486
White_Affluent,White,Affluent,Day,Luxury,0,0,0,0.2534691048492518
White_Mixed,White,Mixed,Day,Sedan,5,0,0,0.3909596580355871
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,0,0,0,0.3666346712696399
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,1,0,0,0.10369831433154286
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,0,0,1,0.3374189744750857
White_Mixed,White,Mixed,Day,Luxury,1,0,0,0.22036757521799005
Black_Mixed,Black,Mixed,Day,Sedan,5,0,0,0.3664173268234803
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,1,1,1,0.9136819300033406
Black_Mixed,Black,Mixed,Night,SUV,1,1,1,0.5835124617334542
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,1,0,0,0.43369106167636584
White_Mixed,White,Mixed,Night,Luxury,1,0,0,0.4459982865273388
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,1,0,0,0.4354860174808387
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.3116408771042784
Black_Mixed,Black,Mixed,Day,Sedan,2,1,1,0.5025679739858407
Black_Low_Income,Black,Low_Income,Night,SUV,1,0,1,0.5957812489598524
White_Affluent,White,Affluent,Night,SUV,0,0,0,0.29022110273830926
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.4631699834055436
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,2,1,1,0.5622691717263157
Black_Mixed,Black,Mixed,Day,SUV,4,0,0,0.3865680199187407
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.041279510726054486
Hispanic_Mixed,Hispanic,Mixed,Day,Luxury,2,0,0,0.4735808822174971
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,2,1,1,0.7119590625113935
White_Mixed,White,Mixed,Day,Sedan,4,1,1,0.5509132229699225
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.45584490554467927
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,4,1,1,0.5153765376704101
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,3,0,0,0.41206660959685465
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.40999321571124103
Black_Mixed,Black,Mixed,Day,SUV,5,1,1,0.5055720488282693
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.21318112760045074
White_Low_Income,White,Low_Income,Day,Sedan,5,1,1,0.5830262058355108
White_Affluent,White,Affluent,Night,Sedan,1,0,0,0.3021746202010479
White_Affluent,White,Affluent,Day,SUV,3,0,0,0.03233393649851285
White_Low_Income,White,Low_Income,Day,SUV,3,1,1,0.6669058459272952
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.21945828667430464
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.3287329858576934
White_Low_Income,White,Low_Income,Day,Sedan,0,0,0,0.37559073178862706
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,0,0,0,0.3174941707844098
White_Low_Income,White,Low_Income,Night,Sedan,3,0,0,0.44950106269355644
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,3,1,1,0.5276395597257535
White_Affluent,White,Affluent,Night,Sedan,0,0,0,0.24464980445710946
White_Low_Income,White,Low_Income,Night,Sedan,5,1,1,0.522851078494951
Black_Mixed,Black,Mixed,Night,Sedan,1,1,1,0.5373239108913509
White_Low_Income,White,Low_Income,Night,Sedan,3,1,1,0.5889503459508736
White_Low_Income,White,Low_Income,Day,SUV,2,1,1,0.5707354654526487
Black_Mixed,Black,Mixed,Night,Sedan,1,0,0,0.31427785946118225
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,3,1,1,0.6913802670500308
White_Mixed,White,Mixed,Night,SUV,4,0,0,0.47102375315739564
White_Affluent,White,Affluent,Night,Sedan,2,0,0,0.2627623775290987
White_Low_Income,White,Low_Income,Day,SUV,5,1,1,0.5288471005861772
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,2,0,0,0.4378258958267582
White_Mixed,White,Mixed,Night,Sedan,0,1,1,0.5141341692067514
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.2815527106255197
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.10136726734828555
Black_Affluent,Black,Affluent,Night,Sedan,2,0,0,0.22795466486661464
White_Mixed,White,Mixed,Day,Luxury,0,0,0,0.4245732255958346
White_Mixed,White,Mixed,Night,SUV,1,0,0,0.4969080207709487
White_Low_Income,White,Low_Income,Day,Sedan,2,1,1,0.6024936930576729
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,3,1,1,0.69596968740487
Black_Affluent,Black,Affluent,Night,Sedan,2,0,0,0.2755972703902078
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,4,0,0,0.3602534569871636
White_Mixed,White,Mixed,Day,Luxury,2,0,0,0.3667318936926229
White_Mixed,White,Mixed,Night,SUV,1,0,0,0.2941545959558663
White_Low_Income,White,Low_Income,Day,Sedan,1,1,1,0.5820651629391481
White_Mixed,White,Mixed,Night,Sedan,6,0,0,0.36797996189833027
Black_Low_Income,Black,Low_Income,Night,SUV,4,1,1,0.9561036077677796
White_Mixed,White,Mixed,Day,SUV,0,0,0,0.43476574945700525
White_Affluent,White,Affluent,Night,SUV,4,0,0,0.354187957889572
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.644220582454888
White_Low_Income,White,Low_Income,Day,Sedan,0,1,1,0.6330401444497096
Black_Affluent,Black,Affluent,Day,SUV,5,0,0,0.44467518535891576
Hispanic_Mixed,Hispanic,Mixed,Day,Luxury,2,1,1,0.5536181447409987
White_Low_Income,White,Low_Income,Day,SUV,1,1,1,0.5185920041653554
Black_Low_Income,Black,Low_Income,Day,Sedan,1,1,1,0.7132621377785773
White_Low_Income,White,Low_Income,Day,SUV,0,0,0,0.40444846122503597
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,1,0,0,0.12386370382494502
Hispanic_Mixed,Hispanic,Mixed,Day,Luxury,4,1,1,0.5513853301476621
Black_Affluent,Black,Affluent,Night,Sedan,1,0,0,0.14029185076054945
Black_Affluent,Black,Affluent,Day,SUV,1,0,0,0.4515162649430299
White_Mixed,White,Mixed,Night,Sedan,4,0,0,0.48238094971567086
White_Affluent,White,Affluent,Day,SUV,4,0,0,0.35454334195741366
Black_Affluent,Black,Affluent,Day,SUV,3,0,0,0.39942225904656126
Black_Affluent,Black,Affluent,Day,SUV,2,0,0,0.2774523196057456
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.6807032363940322
Black_Affluent,Black,Affluent,Day,Sedan,7,0,0,0.3936970382197803
White_Mixed,White,Mixed,Day,Sedan,1,1,1,0.5068469201913824
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.41107931829507066
Black_Low_Income,Black,Low_Income,Day,SUV,0,1,1,0.9399248903472806
Black_Mixed,Black,Mixed,Day,Sedan,4,0,0,0.24517591653634171
White_Affluent,White,Affluent,Day,Luxury,2,0,0,0.2770652510691285
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,0,0,0.27202606177794825
Black_Low_Income,Black,Low_Income,Day,Sedan,2,1,1,0.7720140972900307
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.17519492836612702
Black_Mixed,Black,Mixed,Day,SUV,2,1,1,0.5722297775673705
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,1,1,1,0.6521114735236248
White_Mixed,White,Mixed,Night,SUV,1,0,0,0.4139538080889087
Black_Low_Income,Black,Low_Income,Day,SUV,2,1,1,0.7814734988721888
White_Affluent,White,Affluent,Day,Sedan,0,0,0,0.0
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.6638232180253196
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,0,0,0,0.21656097994790946
White_Low_Income,White,Low_Income,Night,Luxury,2,0,0,0.47409498113605175
Black_Low_Income,Black,Low_Income,Night,Sedan,3,1,1,0.8584676564123497
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,2,0,0,0.3072954582665567
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.36329321479994653
White_Low_Income,White,Low_Income,Night,Sedan,4,1,1,0.642317562684424
White_Affluent,White,Affluent,Night,Luxury,3,0,0,0.22042722592716787
White_Affluent,White,Affluent,Night,SUV,0,0,0,0.2328879142738237
White_Mixed,White,Mixed,Night,SUV,2,0,0,0.44748120919889545
White_Mixed,White,Mixed,Day,Sedan,1,1,1,0.5718432091703431
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.40126549616271223
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,1,0,0,0.34007491854494265
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.07153829874702303
White_Low_Income,White,Low_Income,Night,Sedan,1,0,0,0.4802111289418558
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.16584636555593243
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,2,0,0,0.3363744599202949
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.3119706737605627
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.532439885835584
White_Affluent,White,Affluent,Day,Sedan,7,0,0,0.3024097015027212
White_Affluent,White,Affluent,Day,SUV,0,0,0,0.17302330620197529
White_Affluent,White,Affluent,Day,SUV,0,0,0,0.2110591278472084
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,2,0,0,0.5750410034743242
White_Mixed,White,Mixed,Night,Sedan,1,0,0,0.4867179610698588
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.40016077852942333
White_Mixed,White,Mixed,Day,Sedan,6,0,0,0.36960613335336
White_Affluent,White,Affluent,Day,Sedan,0,0,0,0.03401034875516676
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,2,0,0,0.4918575514238312
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.18382360546524348
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.4123605938017025
White_Low_Income,White,Low_Income,Night,Sedan,3,1,1,0.6337311035266687
White_Mixed,White,Mixed,Day,Luxury,3,1,1,0.5609374739815208
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.43697309485525665
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.4842187887350565
White_Low_Income,White,Low_Income,Day,SUV,2,0,0,0.4756034949130881
Black_Low_Income,Black,Low_Income,Day,Sedan,0,0,0,0.6643158430041347
White_Affluent,White,Affluent,Night,Sedan,0,0,0,0.034508297707574326
Black_Low_Income,Black,Low_Income,Night,Sedan,3,1,1,0.8227629721858065
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,1,1,1,0.6598985620437547
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,0,1,1,0.6505273723579809
Black_Low_Income,Black,Low_Income,Day,SUV,2,1,1,0.7668972303239356
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.7083011327909692
Black_Affluent,Black,Affluent,Night,Sedan,0,0,0,0.29773174899491606
White_Low_Income,White,Low_Income,Day,SUV,2,1,1,0.5713067509463647
Black_Mixed,Black,Mixed,Night,SUV,1,1,1,0.5164119211074257
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.3073699550086214
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.5341149277820222
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.39847200240371095
Black_Affluent,Black,Affluent,Night,Luxury,1,0,0,0.33256423892183
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,0,0,0,0.3496246747055066
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.3221881778678324
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.2091651966882603
White_Low_Income,White,Low_Income,Day,Sedan,2,0,0,0.36105366153908425
Black_Mixed,Black,Mixed,Night,Sedan,3,0,0,0.39871050587982504
White_Low_Income,White,Low_Income,Day,SUV,2,1,1,0.610593776216553
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,4,0,0,0.2804530202786977
White_Affluent,White,Affluent,Day,SUV,4,0,0,0.29317745210601964
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.46094491440108154
Black_Mixed,Black,Mixed,Night,SUV,2,1,1,0.720825798162209
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.33593858865380677
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,3,1,1,1.0
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.7116132070307261
Black_Affluent,Black,Affluent,Night,SUV,2,0,0,0.35671891915662773
White_Low_Income,White,Low_Income,Day,SUV,3,1,1,0.5005745482205991
Black_Affluent,Black,Affluent,Night,SUV,0,0,0,0.3048051277976171
White_Low_Income,White,Low_Income,Day,Sedan,2,0,0,0.2537610196927873
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,3,1,1,0.8289147212351823
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,1,0,0,0.4347595743517366
Black_Mixed,Black,Mixed,Day,Luxury,1,0,0,0.16000622744804552
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,2,1,1,0.7917410860024984
Black_Mixed,Black,Mixed,Day,SUV,2,0,0,0.3741682041981877
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.27530531892481136
White_Mixed,White,Mixed,Night,SUV,3,1,1,0.6468141976079977
White_Mixed,White,Mixed,Night,SUV,2,1,1,0.515458596152323
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.3198483796720683
Hispanic_Affluent,Hispanic,Affluent,Day,Luxury,0,0,0,0.2448346658918642
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,2,1,1,0.7780429596474241
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,2,0,0,0.3452376778464246
Black_Mixed,Black,Mixed,Night,SUV,4,0,0,0.3531995590535258
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.43776919073927695
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,0,0,1,0.40328123686395767
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.30232720427957505
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.46415928325123457
White_Low_Income,White,Low_Income,Night,SUV,4,1,1,0.5098994443881776
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.42246149390366794
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.22968030867188463
White_Low_Income,White,Low_Income,Day,Sedan,1,1,1,0.6206716619106526
Black_Low_Income,Black,Low_Income,Day,SUV,1,1,1,0.7039031957219279
Black_Affluent,Black,Affluent,Night,Sedan,2,0,0,0.3801253361856462
White_Mixed,White,Mixed,Night,Sedan,1,0,0,0.47993890753590823
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,5,1,1,0.8404866730851699
White_Affluent,White,Affluent,Day,Sedan,4,0,0,0.1948987510214347
Black_Mixed,Black,Mixed,Night,SUV,3,0,0,0.49672051925818195
White_Affluent,White,Affluent,Day,Sedan,4,0,0,0.2784105678248212
Black_Mixed,Black,Mixed,Day,Sedan,2,1,1,0.5500236276050594
White_Mixed,White,Mixed,Night,Sedan,3,1,1,0.7897205459832947
Black_Low_Income,Black,Low_Income,Day,Sedan,2,1,1,0.7010421151204118
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,3,0,0,0.4885227044370319
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.36850338523479115
White_Affluent,White,Affluent,Day,SUV,3,0,0,0.3555995195084467
Black_Mixed,Black,Mixed,Day,Sedan,3,0,0,0.3083902608594148
Black_Low_Income,Black,Low_Income,Night,SUV,0,1,1,0.8337113792919928
White_Low_Income,White,Low_Income,Day,SUV,1,0,0,0.3701214513423955
White_Mixed,White,Mixed,Day,Luxury,3,0,0,0.39742957990379185
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.32390949676627745
White_Affluent,White,Affluent,Day,SUV,0,0,0,0.1303293798673552
White_Mixed,White,Mixed,Night,Sedan,4,0,0,0.4569146451774445
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,2,0,0,0.20786273052974474
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.30074197055684915
White_Affluent,White,Affluent,Day,Sedan,0,0,0,0.07845345261028755
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,2,0,0,0.3136169646296075
White_Mixed,White,Mixed,Night,Sedan,3,1,1,0.6696918433988254
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,2,1,1,0.7064592195115601
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,2,0,1,0.5167730115005295
Black_Low_Income,Black,Low_Income,Day,SUV,1,0,0,0.6853327612232691
White_Low_Income,White,Low_Income,Night,Sedan,1,0,0,0.4841655871168826
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,3,1,1,0.8434414294773789
White_Mixed,White,Mixed,Day,Sedan,4,1,1,0.5660051262869297
White_Low_Income,White,Low_Income,Night,Sedan,3,1,1,0.6283285933151911
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.16037073434568697
White_Affluent,White,Affluent,Night,SUV,1,0,0,0.09942756613612286
White_Affluent,White,Affluent,Night,Sedan,3,1,1,0.5115255827207867
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.3320046259009441
Black_Low_Income,Black,Low_Income,Day,Sedan,3,0,1,0.6243513055843797
White_Affluent,White,Affluent,Day,Sedan,0,0,0,0.057750621562123544
Black_Mixed,Black,Mixed,Day,Sedan,3,0,0,0.35222220946998295
White_Mixed,White,Mixed,Day,SUV,0,0,0,0.39588485091559045
Black_Low_Income,Black,Low_Income,Night,Sedan,4,1,1,1.0
White_Low_Income,White,Low_Income,Day,SUV,2,0,0,0.35915263190522895
White_Mixed,White,Mixed,Night,Sedan,0,0,0,0.40964744805870945
Black_Mixed,Black,Mixed,Night,SUV,2,0,0,0.4106364969111554
White_Affluent,White,Affluent,Day,Luxury,2,0,0,0.3032287108812999
Black_Mixed,Black,Mixed,Night,SUV,2,0,0,0.4606721391837065
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,0,0,1,0.4702962806750526
Hispanic_Mixed,Hispanic,Mixed,Day,Luxury,1,0,0,0.2958896758344861
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.4805248667400952
Black_Mixed,Black,Mixed,Night,Sedan,1,0,0,0.44272086003686467
White_Low_Income,White,Low_Income,Night,Sedan,4,1,1,0.8278595505883055
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,0,0,0.33214631399300243
White_Low_Income,White,Low_Income,Night,Sedan,2,1,1,0.6511675979161419
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,2,0,1,0.4373172263836884
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.6762908948078421
White_Mixed,White,Mixed,Day,Luxury,1,0,0,0.18276930951548162
White_Mixed,White,Mixed,Day,Luxury,1,0,0,0.11110205797683737
Black_Mixed,Black,Mixed,Day,SUV,2,1,1,0.5260393871104924
White_Affluent,White,Affluent,Day,SUV,3,0,0,0.2361341961788194
White_Affluent,White,Affluent,Night,Sedan,4,1,1,0.40660824719872934
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,1,1,1,0.5223677053361359
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.32763174265081385
White_Mixed,White,Mixed,Night,Sedan,3,1,1,0.5693464447189789
Black_Mixed,Black,Mixed,Day,SUV,4,1,1,0.6804824553268344
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.354000136396943
White_Mixed,White,Mixed,Night,Luxury,0,0,0,0.48003824112533794
Hispanic_Affluent,Hispanic,Affluent,Day,Luxury,3,0,0,0.34496359073413907
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,1,1,1,0.8549457377866897
Black_Mixed,Black,Mixed,Day,Sedan,3,0,0,0.4188857516080228
White_Mixed,White,Mixed,Night,Sedan,3,0,0,0.4176786598643823
Black_Low_Income,Black,Low_Income,Day,SUV,1,0,1,0.6412456670004935
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,3,0,0,0.48012832338725575
White_Mixed,White,Mixed,Night,Sedan,3,0,0,0.4887821516985692
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,1,0,0,0.3659068819016674
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.2482041667139053
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,0,0,0,0.30734355906625366
Black_Mixed,Black,Mixed,Day,Sedan,3,0,0,0.26424321638988946
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,1,0,0,0.616966887146775
Black_Low_Income,Black,Low_Income,Night,SUV,1,1,1,0.929613394711075
Black_Low_Income,Black,Low_Income,Day,Sedan,2,0,0,0.6057442496492035
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.26795062040669704
Black_Mixed,Black,Mixed,Night,Sedan,0,1,1,0.5110621612174159
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.5772329239251919
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,3,1,1,0.9961575143921478
Black_Low_Income,Black,Low_Income,Day,SUV,1,0,1,0.6521350673252444
Black_Mixed,Black,Mixed,Day,Sedan,0,1,1,0.5883032960222103
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.14168518480698228
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.13156542089797968
White_Low_Income,White,Low_Income,Day,Sedan,1,0,0,0.3743149156369324
Hispanic_Mixed,Hispanic,Mixed,Day,Luxury,3,1,1,0.5021109341890105
White_Low_Income,White,Low_Income,Night,Sedan,3,1,1,0.5207153389078263
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.364438332202096
White_Low_Income,White,Low_Income,Day,Luxury,5,1,1,0.7051101183041213
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.33914398284212466
White_Affluent,White,Affluent,Night,SUV,4,0,0,0.38595689375229136
Black_Mixed,Black,Mixed,Day,SUV,2,0,0,0.45488270323874924
Black_Mixed,Black,Mixed,Day,SUV,3,1,1,0.5116036324162785
White_Mixed,White,Mixed,Night,SUV,2,1,1,0.5601951473683588
White_Affluent,White,Affluent,Day,SUV,5,1,1,0.5159580067876736
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,1,0,0,0.2149389165230391
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.37876124425449087
White_Affluent,White,Affluent,Day,Luxury,0,0,0,0.06828714211679537
White_Affluent,White,Affluent,Night,SUV,1,0,0,0.28022894498818585
White_Mixed,White,Mixed,Night,SUV,5,1,1,0.6169330184929747
White_Mixed,White,Mixed,Night,SUV,5,1,1,0.7648895115084179
White_Low_Income,White,Low_Income,Night,Sedan,1,0,0,0.44300902952581916
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,3,0,0,0.3183328956807222
White_Low_Income,White,Low_Income,Night,Luxury,4,1,1,0.8090584874523973
Black_Mixed,Black,Mixed,Night,Sedan,2,1,1,0.6039130022148067
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.43476368091371437
White_Low_Income,White,Low_Income,Day,Sedan,2,1,1,0.543080755451094
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,4,0,0,0.3427303949222597
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,1,0,0,0.6364925106143009
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,1,0,0,0.20605901085402914
White_Mixed,White,Mixed,Day,SUV,3,1,1,0.5549040130272671
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.31793562811682075
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.4128044051497839
Black_Mixed,Black,Mixed,Day,SUV,4,0,0,0.42509869525181754
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,3,1,1,0.5030188651939863
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,4,0,0,0.4023336320997172
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.4374418499238474
Black_Low_Income,Black,Low_Income,Day,Luxury,3,0,0,0.6855864004496306
Black_Low_Income,Black,Low_Income,Night,Sedan,5,1,1,1.0
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,2,0,0,0.5607412194939548
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.5691746152869382
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,4,0,0,0.3774645202183213
Black_Mixed,Black,Mixed,Day,Sedan,5,1,1,0.6552642330742173
White_Low_Income,White,Low_Income,Night,Sedan,4,0,0,0.4884339128756594
White_Affluent,White,Affluent,Day,Luxury,5,0,0,0.24929386994451366
Black_Low_Income,Black,Low_Income,Night,Sedan,2,1,1,0.8575309275433991
Black_Affluent,Black,Affluent,Day,Luxury,2,0,0,0.35587537216630316
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.4300725994039802
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.8070119198623223
Black_Mixed,Black,Mixed,Night,Sedan,3,1,1,0.6195428571390087
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,4,1,1,0.7080695055037604
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,1,0,0,0.3758835359718902
Black_Mixed,Black,Mixed,Day,SUV,0,0,0,0.4001779924645993
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.3267792960076489
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.4422405426748033
