AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PINCP,ESR,ST,FER,RAC1P,PUBCOV
40.0,1.0,4.0,2.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,4000.0,1.0,53.0,2.0,1.0,False
46.0,18.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,18000.0,6.0,53.0,2.0,1.0,True
34.0,22.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1500.0,6.0,53.0,2.0,1.0,False
64.0,22.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,50.0,6.0,53.0,0.0,1.0,True
28.0,18.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3300.0,1.0,53.0,2.0,1.0,False
15.0,12.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,53.0,0.0,9.0,False
63.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,12000.0,1.0,53.0,0.0,1.0,False
60.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,15200.0,1.0,53.0,0.0,1.0,False
41.0,21.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,30000.0,1.0,53.0,2.0,1.0,False
38.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
53.0,12.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,23400.0,1.0,53.0,0.0,1.0,False
44.0,10.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,8.0,False
25.0,21.0,5.0,2.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,30000.0,1.0,53.0,2.0,8.0,False
23.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,8400.0,3.0,53.0,0.0,8.0,True
20.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,14000.0,6.0,53.0,2.0,8.0,True
24.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,28800.0,1.0,53.0,0.0,1.0,False
50.0,11.0,3.0,2.0,1.0,0.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,9000.0,6.0,53.0,2.0,9.0,True
32.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,17300.0,3.0,53.0,2.0,1.0,True
27.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2800.0,6.0,53.0,2.0,1.0,True
48.0,19.0,3.0,1.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,9.0,True
57.0,18.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,8400.0,6.0,53.0,0.0,2.0,True
32.0,20.0,4.0,2.0,2.0,0.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,25500.0,1.0,53.0,2.0,6.0,False
25.0,18.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,18500.0,4.0,53.0,0.0,1.0,False
23.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,800.0,2.0,53.0,1.0,1.0,False
31.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,11000.0,1.0,53.0,2.0,1.0,True
33.0,10.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,22000.0,1.0,53.0,0.0,1.0,False
15.0,12.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,53.0,0.0,1.0,True
41.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2000.0,1.0,53.0,2.0,9.0,False
42.0,12.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,4000.0,3.0,53.0,0.0,2.0,False
30.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,14500.0,1.0,53.0,1.0,1.0,True
48.0,23.0,1.0,2.0,2.0,0.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,2.0,1.0,False
15.0,11.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,53.0,0.0,1.0,False
15.0,11.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,53.0,2.0,1.0,False
54.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,13400.0,6.0,53.0,0.0,1.0,False
22.0,20.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
60.0,16.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,26400.0,1.0,53.0,0.0,6.0,False
57.0,16.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,21400.0,1.0,53.0,0.0,6.0,False
28.0,22.0,5.0,2.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,3000.0,1.0,53.0,2.0,6.0,False
33.0,15.0,3.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,19200.0,1.0,53.0,2.0,6.0,False
48.0,20.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,1.0,True
56.0,21.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,3.0,False
59.0,16.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,0.0,1.0,True
54.0,17.0,4.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,13000.0,1.0,53.0,0.0,1.0,False
31.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2800.0,1.0,53.0,2.0,1.0,False
62.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,20000.0,6.0,53.0,0.0,3.0,False
35.0,21.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
60.0,18.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,8800.0,6.0,53.0,0.0,1.0,True
20.0,20.0,5.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3700.0,6.0,53.0,2.0,6.0,False
51.0,9.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,14000.0,1.0,53.0,0.0,6.0,True
45.0,6.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,10700.0,1.0,53.0,2.0,6.0,True
20.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,9000.0,6.0,53.0,0.0,6.0,True
25.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,24000.0,1.0,53.0,0.0,1.0,False
57.0,13.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3580.0,6.0,53.0,0.0,1.0,True
47.0,18.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,12500.0,6.0,53.0,0.0,1.0,True
41.0,20.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,14200.0,6.0,53.0,0.0,1.0,True
57.0,21.0,1.0,1.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,6.0,53.0,0.0,6.0,True
55.0,21.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,6.0,True
39.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
17.0,14.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
33.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,2.0,1.0,False
38.0,16.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,25100.0,2.0,53.0,2.0,1.0,False
19.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,19500.0,1.0,53.0,2.0,1.0,False
17.0,14.0,5.0,1.0,2.0,7.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
56.0,22.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,5000.0,6.0,53.0,0.0,1.0,False
57.0,12.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,19200.0,1.0,53.0,0.0,6.0,True
57.0,1.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,6.0,False
37.0,20.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,0.0,1.0,True
15.0,11.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,53.0,2.0,1.0,False
61.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,6000.0,1.0,53.0,0.0,1.0,False
46.0,16.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,25500.0,1.0,53.0,0.0,6.0,False
42.0,16.0,1.0,2.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,25500.0,1.0,53.0,2.0,6.0,False
48.0,24.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,200.0,6.0,53.0,0.0,6.0,False
31.0,15.0,3.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,2.0,1.0,False
48.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,12000.0,2.0,53.0,2.0,1.0,False
25.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,0.0,1.0,False
61.0,13.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,9750.0,6.0,53.0,0.0,1.0,True
54.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
55.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,230.0,6.0,53.0,0.0,1.0,False
48.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
47.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
51.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,4400.0,6.0,53.0,0.0,9.0,True
57.0,21.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,14000.0,1.0,53.0,0.0,1.0,False
20.0,20.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5000.0,1.0,53.0,2.0,1.0,False
15.0,12.0,5.0,2.0,2.0,5.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,2.0,270.0,0.0,53.0,2.0,1.0,True
51.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
26.0,18.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,15000.0,1.0,53.0,1.0,1.0,True
32.0,18.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,24000.0,1.0,53.0,0.0,1.0,True
63.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,23000.0,6.0,53.0,0.0,1.0,True
33.0,18.0,3.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,28000.0,1.0,53.0,2.0,1.0,False
55.0,19.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
25.0,17.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,350.0,6.0,53.0,2.0,1.0,False
40.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
15.0,11.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,53.0,2.0,1.0,False
48.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,15500.0,6.0,53.0,0.0,9.0,False
32.0,21.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,22000.0,1.0,53.0,2.0,1.0,True
30.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,12000.0,1.0,53.0,2.0,1.0,False
39.0,20.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,6500.0,1.0,53.0,0.0,1.0,False
29.0,16.0,1.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
55.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,1.0,False
33.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11200.0,6.0,53.0,0.0,1.0,True
32.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
58.0,21.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,23800.0,6.0,53.0,0.0,1.0,False
62.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,13300.0,6.0,53.0,0.0,1.0,False
21.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,8700.0,1.0,53.0,2.0,1.0,False
30.0,16.0,4.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,27000.0,1.0,53.0,2.0,1.0,False
35.0,15.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,12960.0,1.0,53.0,0.0,8.0,True
54.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4000.0,1.0,53.0,0.0,1.0,False
19.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,4800.0,1.0,53.0,0.0,1.0,False
19.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,680.0,1.0,53.0,2.0,1.0,False
16.0,19.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,9600.0,1.0,53.0,0.0,1.0,False
37.0,17.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,11800.0,6.0,53.0,2.0,1.0,True
51.0,19.0,1.0,2.0,2.0,0.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,4200.0,6.0,53.0,0.0,9.0,False
21.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,2.0,9.0,False
25.0,20.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,1100.0,1.0,53.0,2.0,1.0,True
46.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,23000.0,1.0,53.0,0.0,1.0,True
43.0,19.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,26100.0,1.0,53.0,2.0,1.0,True
40.0,18.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,14600.0,1.0,53.0,0.0,1.0,True
60.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
27.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,23000.0,1.0,53.0,2.0,1.0,False
15.0,12.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,53.0,0.0,1.0,False
46.0,20.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,24800.0,1.0,53.0,0.0,6.0,True
35.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,8000.0,1.0,53.0,2.0,1.0,False
37.0,20.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,4200.0,1.0,53.0,0.0,1.0,True
31.0,20.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,0.0,1.0,False
37.0,21.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,24000.0,6.0,53.0,2.0,1.0,False
39.0,12.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,8.0,False
43.0,21.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,19000.0,1.0,53.0,2.0,1.0,False
38.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,5500.0,1.0,53.0,2.0,1.0,False
44.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,16000.0,1.0,53.0,0.0,1.0,True
19.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,8000.0,1.0,53.0,0.0,1.0,True
42.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
38.0,18.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,4000.0,6.0,53.0,2.0,1.0,False
20.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,18500.0,1.0,53.0,2.0,1.0,False
18.0,18.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3600.0,1.0,53.0,2.0,1.0,False
59.0,24.0,4.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,19200.0,6.0,53.0,0.0,1.0,True
47.0,19.0,1.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,53.0,0.0,6.0,False
16.0,13.0,5.0,1.0,2.0,3.0,5.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,6.0,False
33.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,2.0,1.0,True
44.0,12.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,0.0,1.0,False
40.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,2.0,1.0,False
49.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,3000.0,1.0,53.0,0.0,1.0,False
50.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
52.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,21000.0,1.0,53.0,0.0,2.0,False
24.0,20.0,5.0,1.0,2.0,0.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,2.0,False
48.0,23.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
17.0,14.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
16.0,12.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,200.0,6.0,53.0,2.0,1.0,False
21.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,2.0,9.0,False
59.0,14.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,13200.0,6.0,53.0,0.0,1.0,True
59.0,14.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,18000.0,1.0,53.0,0.0,1.0,False
38.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,11500.0,6.0,53.0,0.0,1.0,True
32.0,21.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,22000.0,1.0,53.0,0.0,1.0,False
33.0,21.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,27000.0,1.0,53.0,1.0,1.0,False
30.0,21.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,6.0,False
27.0,21.0,5.0,1.0,2.0,0.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
49.0,21.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,26300.0,1.0,53.0,2.0,1.0,False
44.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,24000.0,1.0,53.0,2.0,1.0,False
16.0,14.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
32.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,20800.0,1.0,53.0,2.0,1.0,False
25.0,21.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1190.0,6.0,53.0,0.0,1.0,True
30.0,20.0,5.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,5000.0,6.0,53.0,0.0,1.0,True
18.0,14.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1300.0,6.0,53.0,2.0,1.0,False
16.0,13.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1000.0,6.0,53.0,2.0,1.0,False
58.0,13.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,24300.0,1.0,53.0,0.0,6.0,False
19.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2500.0,2.0,53.0,2.0,9.0,True
61.0,19.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,12000.0,6.0,53.0,0.0,6.0,True
32.0,18.0,1.0,1.0,2.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,17500.0,1.0,53.0,0.0,1.0,False
63.0,22.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,7400.0,6.0,53.0,0.0,1.0,False
53.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
44.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,22000.0,1.0,53.0,2.0,1.0,False
48.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,0.0,6.0,53.0,0.0,9.0,False
15.0,11.0,5.0,1.0,2.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,53.0,0.0,9.0,False
58.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,900.0,6.0,53.0,0.0,4.0,True
40.0,18.0,1.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,10130.0,6.0,53.0,2.0,3.0,True
42.0,16.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,28100.0,1.0,53.0,2.0,1.0,False
26.0,16.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,28000.0,1.0,53.0,0.0,1.0,False
